city,province,date,year,month,fuel_price,units
Saskatoon,Saskatchewan,2016-10-01,2016,10,98.1,Cents per litre
Edmonton,Alberta,2016-10-01,2016,10,94.1,Cents per litre
Calgary,Alberta,2016-10-01,2016,10,95.4,Cents per litre
Vancouver,British Columbia,2016-10-01,2016,10,128.3,Cents per litre
Victoria,British Columbia,2016-10-01,2016,10,119.5,Cents per litre
Whitehorse,Yukon,2016-10-01,2016,10,115.9,Cents per litre
Yellowknife,Northwest Territories,2016-10-01,2016,10,118.2,Cents per litre
St. John's,Newfoundland and Labrador,2016-11-01,2016,11,127.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2016-11-01,2016,11,103.2,Cents per litre
Halifax,Nova Scotia,2016-11-01,2016,11,103.1,Cents per litre
Saint John,New Brunswick,2016-11-01,2016,11,104.7,Cents per litre
Québec,Quebec,2016-11-01,2016,11,104.3,Cents per litre
Montréal,Quebec,2016-11-01,2016,11,111.2,Cents per litre
Ottawa-Gatineau,Ontario,2016-11-01,2016,11,99,Cents per litre
Toronto,Ontario,2016-11-01,2016,11,101.4,Cents per litre
Thunder Bay,Ontario,2016-11-01,2016,11,104.3,Cents per litre
Winnipeg,Manitoba,2016-11-01,2016,11,88.1,Cents per litre
Regina,Saskatchewan,2016-11-01,2016,11,88.9,Cents per litre
Saskatoon,Saskatchewan,2016-11-01,2016,11,86.5,Cents per litre
Edmonton,Alberta,2016-11-01,2016,11,83.8,Cents per litre
Calgary,Alberta,2016-11-01,2016,11,87.4,Cents per litre
Vancouver,British Columbia,2016-11-01,2016,11,115.3,Cents per litre
Victoria,British Columbia,2016-11-01,2016,11,120.2,Cents per litre
Whitehorse,Yukon,2016-11-01,2016,11,113.7,Cents per litre
Yellowknife,Northwest Territories,2016-11-01,2016,11,114.2,Cents per litre
St. John's,Newfoundland and Labrador,2016-12-01,2016,12,130.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2016-12-01,2016,12,105.3,Cents per litre
Halifax,Nova Scotia,2016-12-01,2016,12,106.2,Cents per litre
Saint John,New Brunswick,2016-12-01,2016,12,105.6,Cents per litre
Québec,Quebec,2016-12-01,2016,12,106.2,Cents per litre
Montréal,Quebec,2016-12-01,2016,12,117.3,Cents per litre
Ottawa-Gatineau,Ontario,2016-12-01,2016,12,102.3,Cents per litre
Toronto,Ontario,2016-12-01,2016,12,104.7,Cents per litre
Thunder Bay,Ontario,2016-12-01,2016,12,103.7,Cents per litre
Winnipeg,Manitoba,2016-12-01,2016,12,91.7,Cents per litre
Regina,Saskatchewan,2016-12-01,2016,12,91.3,Cents per litre
Saskatoon,Saskatchewan,2016-12-01,2016,12,94.4,Cents per litre
Edmonton,Alberta,2016-12-01,2016,12,89.7,Cents per litre
Calgary,Alberta,2016-12-01,2016,12,94.9,Cents per litre
Vancouver,British Columbia,2016-12-01,2016,12,120.6,Cents per litre
Victoria,British Columbia,2016-12-01,2016,12,114.2,Cents per litre
Whitehorse,Yukon,2016-12-01,2016,12,112,Cents per litre
Yellowknife,Northwest Territories,2016-12-01,2016,12,114.2,Cents per litre
St. John's,Newfoundland and Labrador,2017-01-01,2017,1,137.5,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-01-01,2017,1,112.9,Cents per litre
Halifax,Nova Scotia,2017-01-01,2017,1,111.8,Cents per litre
Saint John,New Brunswick,2017-01-01,2017,1,111.3,Cents per litre
Québec,Quebec,2017-01-01,2017,1,111,Cents per litre
Montréal,Quebec,2017-01-01,2017,1,116.5,Cents per litre
Ottawa-Gatineau,Ontario,2017-01-01,2017,1,110.8,Cents per litre
Toronto,Ontario,2017-01-01,2017,1,112.8,Cents per litre
Thunder Bay,Ontario,2017-01-01,2017,1,115.9,Cents per litre
Winnipeg,Manitoba,2017-01-01,2017,1,101.9,Cents per litre
Regina,Saskatchewan,2017-01-01,2017,1,101.2,Cents per litre
Saskatoon,Saskatchewan,2017-01-01,2017,1,102,Cents per litre
Edmonton,Alberta,2017-01-01,2017,1,100.9,Cents per litre
Calgary,Alberta,2017-01-01,2017,1,106.8,Cents per litre
Vancouver,British Columbia,2017-01-01,2017,1,127.9,Cents per litre
Victoria,British Columbia,2017-01-01,2017,1,124,Cents per litre
Whitehorse,Yukon,2017-01-01,2017,1,119.1,Cents per litre
Yellowknife,Northwest Territories,2017-01-01,2017,1,121.7,Cents per litre
St. John's,Newfoundland and Labrador,2017-02-01,2017,2,130.7,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-02-01,2017,2,105.8,Cents per litre
Halifax,Nova Scotia,2017-02-01,2017,2,104.4,Cents per litre
Saint John,New Brunswick,2017-02-01,2017,2,106.4,Cents per litre
Québec,Quebec,2017-02-01,2017,2,106.4,Cents per litre
Montréal,Quebec,2017-02-01,2017,2,113,Cents per litre
Ottawa-Gatineau,Ontario,2017-02-01,2017,2,105.3,Cents per litre
Toronto,Ontario,2017-02-01,2017,2,107.8,Cents per litre
Thunder Bay,Ontario,2017-02-01,2017,2,111.6,Cents per litre
Winnipeg,Manitoba,2017-02-01,2017,2,96.3,Cents per litre
Regina,Saskatchewan,2017-02-01,2017,2,93.4,Cents per litre
Saskatoon,Saskatchewan,2017-02-01,2017,2,94.1,Cents per litre
Edmonton,Alberta,2017-02-01,2017,2,91.7,Cents per litre
Calgary,Alberta,2017-02-01,2017,2,93.8,Cents per litre
Vancouver,British Columbia,2017-02-01,2017,2,125.6,Cents per litre
Victoria,British Columbia,2017-02-01,2017,2,116.9,Cents per litre
Whitehorse,Yukon,2017-02-01,2017,2,119.8,Cents per litre
Yellowknife,Northwest Territories,2017-02-01,2017,2,118.2,Cents per litre
St. John's,Newfoundland and Labrador,2017-03-01,2017,3,126.6,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-03-01,2017,3,104.6,Cents per litre
Halifax,Nova Scotia,2017-03-01,2017,3,103.2,Cents per litre
Saint John,New Brunswick,2017-03-01,2017,3,103.9,Cents per litre
Québec,Quebec,2017-03-01,2017,3,105,Cents per litre
Montréal,Quebec,2017-03-01,2017,3,113.1,Cents per litre
Ottawa-Gatineau,Ontario,2017-03-01,2017,3,97.6,Cents per litre
Toronto,Ontario,2017-03-01,2017,3,107.6,Cents per litre
Thunder Bay,Ontario,2017-03-01,2017,3,110.7,Cents per litre
Winnipeg,Manitoba,2017-03-01,2017,3,94.2,Cents per litre
Regina,Saskatchewan,2017-03-01,2017,3,92.4,Cents per litre
Saskatoon,Saskatchewan,2017-03-01,2017,3,92.4,Cents per litre
Edmonton,Alberta,2017-03-01,2017,3,92.2,Cents per litre
Calgary,Alberta,2017-03-01,2017,3,93.3,Cents per litre
Vancouver,British Columbia,2017-03-01,2017,3,133.9,Cents per litre
Victoria,British Columbia,2017-03-01,2017,3,125.8,Cents per litre
Whitehorse,Yukon,2017-03-01,2017,3,119.8,Cents per litre
Yellowknife,Northwest Territories,2017-03-01,2017,3,116.9,Cents per litre
St. John's,Newfoundland and Labrador,2017-04-01,2017,4,133.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-04-01,2017,4,110.3,Cents per litre
Halifax,Nova Scotia,2017-04-01,2017,4,112.1,Cents per litre
Saint John,New Brunswick,2017-04-01,2017,4,111.3,Cents per litre
Québec,Quebec,2017-04-01,2017,4,115,Cents per litre
Montréal,Quebec,2017-04-01,2017,4,124.5,Cents per litre
Ottawa-Gatineau,Ontario,2017-04-01,2017,4,115.6,Cents per litre
Toronto,Ontario,2017-04-01,2017,4,116,Cents per litre
Thunder Bay,Ontario,2017-04-01,2017,4,119,Cents per litre
Winnipeg,Manitoba,2017-04-01,2017,4,101.7,Cents per litre
Regina,Saskatchewan,2017-04-01,2017,4,102.7,Cents per litre
Saskatoon,Saskatchewan,2017-04-01,2017,4,102.1,Cents per litre
Edmonton,Alberta,2017-04-01,2017,4,103.9,Cents per litre
Calgary,Alberta,2017-04-01,2017,4,108.3,Cents per litre
Vancouver,British Columbia,2017-04-01,2017,4,138.8,Cents per litre
Victoria,British Columbia,2017-04-01,2017,4,128.8,Cents per litre
Whitehorse,Yukon,2017-04-01,2017,4,119.5,Cents per litre
Yellowknife,Northwest Territories,2017-04-01,2017,4,118.7,Cents per litre
St. John's,Newfoundland and Labrador,2017-05-01,2017,5,129.5,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-05-01,2017,5,106.8,Cents per litre
Halifax,Nova Scotia,2017-05-01,2017,5,106.4,Cents per litre
Saint John,New Brunswick,2017-05-01,2017,5,107.6,Cents per litre
Québec,Quebec,2017-05-01,2017,5,111.9,Cents per litre
Montréal,Quebec,2017-05-01,2017,5,119,Cents per litre
Ottawa-Gatineau,Ontario,2017-05-01,2017,5,112.3,Cents per litre
Toronto,Ontario,2017-05-01,2017,5,112,Cents per litre
Thunder Bay,Ontario,2017-05-01,2017,5,117.4,Cents per litre
Winnipeg,Manitoba,2017-05-01,2017,5,93.3,Cents per litre
Regina,Saskatchewan,2017-05-01,2017,5,95.8,Cents per litre
Saskatoon,Saskatchewan,2017-05-01,2017,5,95.8,Cents per litre
Edmonton,Alberta,2017-05-01,2017,5,96.1,Cents per litre
Calgary,Alberta,2017-05-01,2017,5,99.5,Cents per litre
Vancouver,British Columbia,2017-05-01,2017,5,134,Cents per litre
Victoria,British Columbia,2017-05-01,2017,5,125.7,Cents per litre
Whitehorse,Yukon,2017-05-01,2017,5,117.4,Cents per litre
Yellowknife,Northwest Territories,2017-05-01,2017,5,116.9,Cents per litre
St. John's,Newfoundland and Labrador,2017-06-01,2017,6,113.5,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-06-01,2017,6,105.8,Cents per litre
Halifax,Nova Scotia,2017-06-01,2017,6,103.2,Cents per litre
Saint John,New Brunswick,2017-06-01,2017,6,105.1,Cents per litre
Québec,Quebec,2017-06-01,2017,6,107.4,Cents per litre
Montréal,Quebec,2017-06-01,2017,6,114,Cents per litre
Ottawa-Gatineau,Ontario,2017-06-01,2017,6,106.3,Cents per litre
Toronto,Ontario,2017-06-01,2017,6,107.3,Cents per litre
Thunder Bay,Ontario,2017-06-01,2017,6,114,Cents per litre
Winnipeg,Manitoba,2017-06-01,2017,6,91.5,Cents per litre
Regina,Saskatchewan,2017-06-01,2017,6,92.2,Cents per litre
Saskatoon,Saskatchewan,2017-06-01,2017,6,91.4,Cents per litre
Edmonton,Alberta,2017-06-01,2017,6,91.4,Cents per litre
Calgary,Alberta,2017-06-01,2017,6,96.3,Cents per litre
Vancouver,British Columbia,2017-06-01,2017,6,130.1,Cents per litre
Victoria,British Columbia,2017-06-01,2017,6,124.5,Cents per litre
Whitehorse,Yukon,2017-06-01,2017,6,113.7,Cents per litre
Yellowknife,Northwest Territories,2017-06-01,2017,6,115.9,Cents per litre
St. John's,Newfoundland and Labrador,2017-07-01,2017,7,112.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-07-01,2017,7,102.4,Cents per litre
Halifax,Nova Scotia,2017-07-01,2017,7,102.8,Cents per litre
Saint John,New Brunswick,2017-07-01,2017,7,102.1,Cents per litre
Québec,Quebec,2017-07-01,2017,7,106.5,Cents per litre
Montréal,Quebec,2017-07-01,2017,7,114.7,Cents per litre
Ottawa-Gatineau,Ontario,2017-07-01,2017,7,104.3,Cents per litre
Toronto,Ontario,2017-07-01,2017,7,109.5,Cents per litre
Thunder Bay,Ontario,2017-07-01,2017,7,112.5,Cents per litre
Winnipeg,Manitoba,2017-07-01,2017,7,87.6,Cents per litre
Regina,Saskatchewan,2017-07-01,2017,7,93.1,Cents per litre
Saskatoon,Saskatchewan,2017-07-01,2017,7,93.6,Cents per litre
Edmonton,Alberta,2017-07-01,2017,7,93.1,Cents per litre
Calgary,Alberta,2017-07-01,2017,7,95.7,Cents per litre
Vancouver,British Columbia,2017-07-01,2017,7,131.8,Cents per litre
Victoria,British Columbia,2017-07-01,2017,7,121.8,Cents per litre
Whitehorse,Yukon,2017-07-01,2017,7,111.3,Cents per litre
Yellowknife,Northwest Territories,2017-07-01,2017,7,114.4,Cents per litre
St. John's,Newfoundland and Labrador,2017-08-01,2017,8,116.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-08-01,2017,8,106.9,Cents per litre
Halifax,Nova Scotia,2017-08-01,2017,8,106.5,Cents per litre
Saint John,New Brunswick,2017-08-01,2017,8,107.1,Cents per litre
Québec,Quebec,2017-08-01,2017,8,113.3,Cents per litre
Montréal,Quebec,2017-08-01,2017,8,118.3,Cents per litre
Ottawa-Gatineau,Ontario,2017-08-01,2017,8,104.5,Cents per litre
Toronto,Ontario,2017-08-01,2017,8,112.5,Cents per litre
Thunder Bay,Ontario,2017-08-01,2017,8,112.6,Cents per litre
Winnipeg,Manitoba,2017-08-01,2017,8,90.1,Cents per litre
Regina,Saskatchewan,2017-08-01,2017,8,95.9,Cents per litre
Saskatoon,Saskatchewan,2017-08-01,2017,8,95.8,Cents per litre
Edmonton,Alberta,2017-08-01,2017,8,96.6,Cents per litre
Calgary,Alberta,2017-08-01,2017,8,99.3,Cents per litre
Vancouver,British Columbia,2017-08-01,2017,8,137.7,Cents per litre
Victoria,British Columbia,2017-08-01,2017,8,127.7,Cents per litre
Whitehorse,Yukon,2017-08-01,2017,8,110.7,Cents per litre
Yellowknife,Northwest Territories,2017-08-01,2017,8,114.9,Cents per litre
St. John's,Newfoundland and Labrador,2017-09-01,2017,9,125.7,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-09-01,2017,9,114.8,Cents per litre
Halifax,Nova Scotia,2017-09-01,2017,9,115.7,Cents per litre
Saint John,New Brunswick,2017-09-01,2017,9,115.1,Cents per litre
Québec,Quebec,2017-09-01,2017,9,121.5,Cents per litre
Montréal,Quebec,2017-09-01,2017,9,124.9,Cents per litre
Ottawa-Gatineau,Ontario,2017-09-01,2017,9,117.9,Cents per litre
Toronto,Ontario,2017-09-01,2017,9,118.2,Cents per litre
Thunder Bay,Ontario,2017-09-01,2017,9,124.3,Cents per litre
Winnipeg,Manitoba,2017-09-01,2017,9,100.2,Cents per litre
Regina,Saskatchewan,2017-09-01,2017,9,99.5,Cents per litre
Saskatoon,Saskatchewan,2017-09-01,2017,9,99.9,Cents per litre
Edmonton,Alberta,2017-09-01,2017,9,96.7,Cents per litre
Calgary,Alberta,2017-09-01,2017,9,102.3,Cents per litre
Vancouver,British Columbia,2017-09-01,2017,9,137.4,Cents per litre
Victoria,British Columbia,2017-09-01,2017,9,129.3,Cents per litre
Whitehorse,Yukon,2017-09-01,2017,9,117.9,Cents per litre
Yellowknife,Northwest Territories,2017-09-01,2017,9,115,Cents per litre
St. John's,Newfoundland and Labrador,2017-10-01,2017,10,120,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-10-01,2017,10,107.9,Cents per litre
Halifax,Nova Scotia,2017-10-01,2017,10,106.7,Cents per litre
Saint John,New Brunswick,2017-10-01,2017,10,107.5,Cents per litre
Québec,Quebec,2017-10-01,2017,10,111.3,Cents per litre
Montréal,Quebec,2017-10-01,2017,10,119.4,Cents per litre
Ottawa-Gatineau,Ontario,2017-10-01,2017,10,114.9,Cents per litre
Toronto,Ontario,2017-10-01,2017,10,114.9,Cents per litre
Thunder Bay,Ontario,2017-10-01,2017,10,119.8,Cents per litre
Winnipeg,Manitoba,2017-10-01,2017,10,99.7,Cents per litre
Regina,Saskatchewan,2017-10-01,2017,10,99.2,Cents per litre
Saskatoon,Saskatchewan,2017-10-01,2017,10,99,Cents per litre
Edmonton,Alberta,2017-10-01,2017,10,98.5,Cents per litre
Calgary,Alberta,2017-10-01,2017,10,101.8,Cents per litre
Vancouver,British Columbia,2017-10-01,2017,10,136.9,Cents per litre
Victoria,British Columbia,2017-10-01,2017,10,127.3,Cents per litre
Whitehorse,Yukon,2017-10-01,2017,10,113.1,Cents per litre
Yellowknife,Northwest Territories,2017-10-01,2017,10,114.5,Cents per litre
St. John's,Newfoundland and Labrador,2017-11-01,2017,11,126.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-11-01,2017,11,115.6,Cents per litre
Halifax,Nova Scotia,2017-11-01,2017,11,115.9,Cents per litre
Saint John,New Brunswick,2017-11-01,2017,11,115.5,Cents per litre
Québec,Quebec,2017-11-01,2017,11,119.9,Cents per litre
Montréal,Quebec,2017-11-01,2017,11,126.8,Cents per litre
Ottawa-Gatineau,Ontario,2017-11-01,2017,11,121.9,Cents per litre
Toronto,Ontario,2017-11-01,2017,11,122.2,Cents per litre
Thunder Bay,Ontario,2017-11-01,2017,11,132.4,Cents per litre
Winnipeg,Manitoba,2017-11-01,2017,11,108.9,Cents per litre
Regina,Saskatchewan,2017-11-01,2017,11,110.4,Cents per litre
Saskatoon,Saskatchewan,2017-11-01,2017,11,108.5,Cents per litre
Edmonton,Alberta,2017-11-01,2017,11,110.7,Cents per litre
Calgary,Alberta,2017-11-01,2017,11,113.9,Cents per litre
Vancouver,British Columbia,2017-11-01,2017,11,141.3,Cents per litre
Victoria,British Columbia,2017-11-01,2017,11,134.1,Cents per litre
Whitehorse,Yukon,2017-11-01,2017,11,127,Cents per litre
Yellowknife,Northwest Territories,2017-11-01,2017,11,123.4,Cents per litre
St. John's,Newfoundland and Labrador,2017-12-01,2017,12,118,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2017-12-01,2017,12,111.5,Cents per litre
Halifax,Nova Scotia,2017-12-01,2017,12,111.8,Cents per litre
Saint John,New Brunswick,2017-12-01,2017,12,112.3,Cents per litre
Québec,Quebec,2017-12-01,2017,12,114,Cents per litre
Montréal,Quebec,2017-12-01,2017,12,122.8,Cents per litre
Ottawa-Gatineau,Ontario,2017-12-01,2017,12,120.6,Cents per litre
Toronto,Ontario,2017-12-01,2017,12,121,Cents per litre
Thunder Bay,Ontario,2017-12-01,2017,12,127,Cents per litre
Winnipeg,Manitoba,2017-12-01,2017,12,103.1,Cents per litre
Regina,Saskatchewan,2017-12-01,2017,12,104.2,Cents per litre
Saskatoon,Saskatchewan,2017-12-01,2017,12,103.6,Cents per litre
Edmonton,Alberta,2017-12-01,2017,12,102.8,Cents per litre
Calgary,Alberta,2017-12-01,2017,12,106.7,Cents per litre
Vancouver,British Columbia,2017-12-01,2017,12,137.2,Cents per litre
Victoria,British Columbia,2017-12-01,2017,12,128,Cents per litre
Whitehorse,Yukon,2017-12-01,2017,12,124.5,Cents per litre
Yellowknife,Northwest Territories,2017-12-01,2017,12,122.4,Cents per litre
St. John's,Newfoundland and Labrador,2018-01-01,2018,1,120.3,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-01-01,2018,1,115.3,Cents per litre
Halifax,Nova Scotia,2018-01-01,2018,1,115.2,Cents per litre
Saint John,New Brunswick,2018-01-01,2018,1,114.1,Cents per litre
Québec,Quebec,2018-01-01,2018,1,118.8,Cents per litre
Montréal,Quebec,2018-01-01,2018,1,127.6,Cents per litre
Ottawa-Gatineau,Ontario,2018-01-01,2018,1,124.4,Cents per litre
Toronto,Ontario,2018-01-01,2018,1,124.5,Cents per litre
Thunder Bay,Ontario,2018-01-01,2018,1,123.9,Cents per litre
Winnipeg,Manitoba,2018-01-01,2018,1,107,Cents per litre
Regina,Saskatchewan,2018-01-01,2018,1,105.9,Cents per litre
Saskatoon,Saskatchewan,2018-01-01,2018,1,107.4,Cents per litre
Edmonton,Alberta,2018-01-01,2018,1,107.5,Cents per litre
Calgary,Alberta,2018-01-01,2018,1,112.1,Cents per litre
Vancouver,British Columbia,2018-01-01,2018,1,141.7,Cents per litre
Victoria,British Columbia,2018-01-01,2018,1,129.6,Cents per litre
Whitehorse,Yukon,2018-01-01,2018,1,121.4,Cents per litre
Yellowknife,Northwest Territories,2018-01-01,2018,1,123.1,Cents per litre
St. John's,Newfoundland and Labrador,2018-02-01,2018,2,121.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-02-01,2018,2,115.5,Cents per litre
Halifax,Nova Scotia,2018-02-01,2018,2,114.1,Cents per litre
Saint John,New Brunswick,2018-02-01,2018,2,113.9,Cents per litre
Québec,Quebec,2018-02-01,2018,2,119.3,Cents per litre
Montréal,Quebec,2018-02-01,2018,2,127.5,Cents per litre
Ottawa-Gatineau,Ontario,2018-02-01,2018,2,119.6,Cents per litre
Toronto,Ontario,2018-02-01,2018,2,123.6,Cents per litre
Thunder Bay,Ontario,2018-02-01,2018,2,122.7,Cents per litre
Winnipeg,Manitoba,2018-02-01,2018,2,104.2,Cents per litre
Regina,Saskatchewan,2018-02-01,2018,2,103.5,Cents per litre
Saskatoon,Saskatchewan,2018-02-01,2018,2,103.5,Cents per litre
Edmonton,Alberta,2018-02-01,2018,2,104,Cents per litre
Calgary,Alberta,2018-02-01,2018,2,110.6,Cents per litre
Vancouver,British Columbia,2018-02-01,2018,2,144.5,Cents per litre
Victoria,British Columbia,2018-02-01,2018,2,134.9,Cents per litre
Whitehorse,Yukon,2018-02-01,2018,2,121.4,Cents per litre
Yellowknife,Northwest Territories,2018-02-01,2018,2,122.9,Cents per litre
St. John's,Newfoundland and Labrador,2018-03-01,2018,3,122.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-03-01,2018,3,116.9,Cents per litre
Halifax,Nova Scotia,2018-03-01,2018,3,114,Cents per litre
Saint John,New Brunswick,2018-03-01,2018,3,113.9,Cents per litre
Québec,Quebec,2018-03-01,2018,3,123.4,Cents per litre
Montréal,Quebec,2018-03-01,2018,3,130,Cents per litre
Ottawa-Gatineau,Ontario,2018-03-01,2018,3,125.8,Cents per litre
Toronto,Ontario,2018-03-01,2018,3,126.1,Cents per litre
Thunder Bay,Ontario,2018-03-01,2018,3,123.6,Cents per litre
Winnipeg,Manitoba,2018-03-01,2018,3,106.9,Cents per litre
Regina,Saskatchewan,2018-03-01,2018,3,108.1,Cents per litre
Saskatoon,Saskatchewan,2018-03-01,2018,3,109.4,Cents per litre
Edmonton,Alberta,2018-03-01,2018,3,111.3,Cents per litre
Calgary,Alberta,2018-03-01,2018,3,115.3,Cents per litre
Vancouver,British Columbia,2018-03-01,2018,3,151.4,Cents per litre
Victoria,British Columbia,2018-03-01,2018,3,143.2,Cents per litre
Whitehorse,Yukon,2018-03-01,2018,3,121.4,Cents per litre
Yellowknife,Northwest Territories,2018-03-01,2018,3,122.9,Cents per litre
St. John's,Newfoundland and Labrador,2018-04-01,2018,4,131,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-04-01,2018,4,123.5,Cents per litre
Halifax,Nova Scotia,2018-04-01,2018,4,124.2,Cents per litre
Saint John,New Brunswick,2018-04-01,2018,4,122.9,Cents per litre
Québec,Quebec,2018-04-01,2018,4,131.7,Cents per litre
Montréal,Quebec,2018-04-01,2018,4,137.9,Cents per litre
Ottawa-Gatineau,Ontario,2018-04-01,2018,4,133.6,Cents per litre
Toronto,Ontario,2018-04-01,2018,4,133.7,Cents per litre
Thunder Bay,Ontario,2018-04-01,2018,4,135.4,Cents per litre
Winnipeg,Manitoba,2018-04-01,2018,4,121.1,Cents per litre
Regina,Saskatchewan,2018-04-01,2018,4,116.9,Cents per litre
Saskatoon,Saskatchewan,2018-04-01,2018,4,117.6,Cents per litre
Edmonton,Alberta,2018-04-01,2018,4,122.5,Cents per litre
Calgary,Alberta,2018-04-01,2018,4,125.2,Cents per litre
Vancouver,British Columbia,2018-04-01,2018,4,155.1,Cents per litre
Victoria,British Columbia,2018-04-01,2018,4,147.2,Cents per litre
Whitehorse,Yukon,2018-04-01,2018,4,130.9,Cents per litre
Yellowknife,Northwest Territories,2018-04-01,2018,4,128.9,Cents per litre
St. John's,Newfoundland and Labrador,2018-05-01,2018,5,137.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-05-01,2018,5,131.3,Cents per litre
Halifax,Nova Scotia,2018-05-01,2018,5,130.4,Cents per litre
Saint John,New Brunswick,2018-05-01,2018,5,128.9,Cents per litre
Québec,Quebec,2018-05-01,2018,5,136.6,Cents per litre
Montréal,Quebec,2018-05-01,2018,5,142.7,Cents per litre
Ottawa-Gatineau,Ontario,2018-05-01,2018,5,136.9,Cents per litre
Toronto,Ontario,2018-05-01,2018,5,137.3,Cents per litre
Thunder Bay,Ontario,2018-05-01,2018,5,141.7,Cents per litre
Winnipeg,Manitoba,2018-05-01,2018,5,125.1,Cents per litre
Regina,Saskatchewan,2018-05-01,2018,5,123.7,Cents per litre
Saskatoon,Saskatchewan,2018-05-01,2018,5,123.1,Cents per litre
Edmonton,Alberta,2018-05-01,2018,5,127.5,Cents per litre
Calgary,Alberta,2018-05-01,2018,5,129.6,Cents per litre
Vancouver,British Columbia,2018-05-01,2018,5,159.9,Cents per litre
Victoria,British Columbia,2018-05-01,2018,5,153.9,Cents per litre
Whitehorse,Yukon,2018-05-01,2018,5,142.4,Cents per litre
Yellowknife,Northwest Territories,2018-05-01,2018,5,137.2,Cents per litre
St. John's,Newfoundland and Labrador,2018-06-01,2018,6,134.3,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-06-01,2018,6,130,Cents per litre
Halifax,Nova Scotia,2018-06-01,2018,6,125.5,Cents per litre
Saint John,New Brunswick,2018-06-01,2018,6,125.7,Cents per litre
Québec,Quebec,2018-06-01,2018,6,131.7,Cents per litre
Montréal,Quebec,2018-06-01,2018,6,139.7,Cents per litre
Ottawa-Gatineau,Ontario,2018-06-01,2018,6,128.2,Cents per litre
Toronto,Ontario,2018-06-01,2018,6,134.6,Cents per litre
Thunder Bay,Ontario,2018-06-01,2018,6,140.6,Cents per litre
Winnipeg,Manitoba,2018-06-01,2018,6,125.3,Cents per litre
Regina,Saskatchewan,2018-06-01,2018,6,122.3,Cents per litre
Saskatoon,Saskatchewan,2018-06-01,2018,6,122.4,Cents per litre
Edmonton,Alberta,2018-06-01,2018,6,124.4,Cents per litre
Calgary,Alberta,2018-06-01,2018,6,127.1,Cents per litre
Vancouver,British Columbia,2018-06-01,2018,6,154.3,Cents per litre
Victoria,British Columbia,2018-06-01,2018,6,150.1,Cents per litre
Whitehorse,Yukon,2018-06-01,2018,6,144.9,Cents per litre
Yellowknife,Northwest Territories,2018-06-01,2018,6,141.7,Cents per litre
St. John's,Newfoundland and Labrador,2018-07-01,2018,7,134.9,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-07-01,2018,7,128.9,Cents per litre
Halifax,Nova Scotia,2018-07-01,2018,7,126.2,Cents per litre
Saint John,New Brunswick,2018-07-01,2018,7,126.9,Cents per litre
Québec,Quebec,2018-07-01,2018,7,130.6,Cents per litre
Montréal,Quebec,2018-07-01,2018,7,137.6,Cents per litre
Ottawa-Gatineau,Ontario,2018-07-01,2018,7,129.5,Cents per litre
Toronto,Ontario,2018-07-01,2018,7,135.6,Cents per litre
Thunder Bay,Ontario,2018-07-01,2018,7,144.5,Cents per litre
Winnipeg,Manitoba,2018-07-01,2018,7,123.4,Cents per litre
Regina,Saskatchewan,2018-07-01,2018,7,123.4,Cents per litre
Saskatoon,Saskatchewan,2018-07-01,2018,7,125.8,Cents per litre
Edmonton,Alberta,2018-07-01,2018,7,131,Cents per litre
Calgary,Alberta,2018-07-01,2018,7,131.4,Cents per litre
Vancouver,British Columbia,2018-07-01,2018,7,155.7,Cents per litre
Victoria,British Columbia,2018-07-01,2018,7,150,Cents per litre
Whitehorse,Yukon,2018-07-01,2018,7,144.9,Cents per litre
Yellowknife,Northwest Territories,2018-07-01,2018,7,144.4,Cents per litre
St. John's,Newfoundland and Labrador,2018-08-01,2018,8,132.5,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-08-01,2018,8,126.9,Cents per litre
Halifax,Nova Scotia,2018-08-01,2018,8,124,Cents per litre
Saint John,New Brunswick,2018-08-01,2018,8,126.5,Cents per litre
Québec,Quebec,2018-08-01,2018,8,131.1,Cents per litre
