city,province,date,year,month,fuel_price,units
Montréal,Quebec,2018-08-01,2018,8,138.3,Cents per litre
Ottawa-Gatineau,Ontario,2018-08-01,2018,8,127.4,Cents per litre
Toronto,Ontario,2018-08-01,2018,8,133.6,Cents per litre
Thunder Bay,Ontario,2018-08-01,2018,8,145.3,Cents per litre
Winnipeg,Manitoba,2018-08-01,2018,8,118,Cents per litre
Regina,Saskatchewan,2018-08-01,2018,8,121.4,Cents per litre
Saskatoon,Saskatchewan,2018-08-01,2018,8,122.9,Cents per litre
Edmonton,Alberta,2018-08-01,2018,8,126.2,Cents per litre
Calgary,Alberta,2018-08-01,2018,8,129.7,Cents per litre
Vancouver,British Columbia,2018-08-01,2018,8,150.3,Cents per litre
Victoria,British Columbia,2018-08-01,2018,8,144.5,Cents per litre
Whitehorse,Yukon,2018-08-01,2018,8,144.9,Cents per litre
Yellowknife,Northwest Territories,2018-08-01,2018,8,145.6,Cents per litre
St. John's,Newfoundland and Labrador,2018-09-01,2018,9,131.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-09-01,2018,9,126.5,Cents per litre
Halifax,Nova Scotia,2018-09-01,2018,9,123.5,Cents per litre
Saint John,New Brunswick,2018-09-01,2018,9,127,Cents per litre
Québec,Quebec,2018-09-01,2018,9,132,Cents per litre
Montréal,Quebec,2018-09-01,2018,9,140,Cents per litre
Ottawa-Gatineau,Ontario,2018-09-01,2018,9,123.1,Cents per litre
Toronto,Ontario,2018-09-01,2018,9,129.3,Cents per litre
Thunder Bay,Ontario,2018-09-01,2018,9,144.9,Cents per litre
Winnipeg,Manitoba,2018-09-01,2018,9,116.6,Cents per litre
Regina,Saskatchewan,2018-09-01,2018,9,120.6,Cents per litre
Saskatoon,Saskatchewan,2018-09-01,2018,9,121.8,Cents per litre
Edmonton,Alberta,2018-09-01,2018,9,126.6,Cents per litre
Calgary,Alberta,2018-09-01,2018,9,129.9,Cents per litre
Vancouver,British Columbia,2018-09-01,2018,9,151.9,Cents per litre
Victoria,British Columbia,2018-09-01,2018,9,142.7,Cents per litre
Whitehorse,Yukon,2018-09-01,2018,9,144.1,Cents per litre
Yellowknife,Northwest Territories,2018-09-01,2018,9,146.4,Cents per litre
St. John's,Newfoundland and Labrador,2018-10-01,2018,10,131.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-10-01,2018,10,124.5,Cents per litre
Halifax,Nova Scotia,2018-10-01,2018,10,122.6,Cents per litre
Saint John,New Brunswick,2018-10-01,2018,10,126.2,Cents per litre
Québec,Quebec,2018-10-01,2018,10,127.5,Cents per litre
Montréal,Quebec,2018-10-01,2018,10,131.7,Cents per litre
Ottawa-Gatineau,Ontario,2018-10-01,2018,10,118.1,Cents per litre
Toronto,Ontario,2018-10-01,2018,10,124,Cents per litre
Thunder Bay,Ontario,2018-10-01,2018,10,142.3,Cents per litre
Winnipeg,Manitoba,2018-10-01,2018,10,111.3,Cents per litre
Regina,Saskatchewan,2018-10-01,2018,10,120.1,Cents per litre
Saskatoon,Saskatchewan,2018-10-01,2018,10,122.4,Cents per litre
Edmonton,Alberta,2018-10-01,2018,10,119.8,Cents per litre
Calgary,Alberta,2018-10-01,2018,10,121.4,Cents per litre
Vancouver,British Columbia,2018-10-01,2018,10,155.2,Cents per litre
Victoria,British Columbia,2018-10-01,2018,10,148.3,Cents per litre
Whitehorse,Yukon,2018-10-01,2018,10,144.7,Cents per litre
Yellowknife,Northwest Territories,2018-10-01,2018,10,146,Cents per litre
St. John's,Newfoundland and Labrador,2018-11-01,2018,11,118.6,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-11-01,2018,11,111.6,Cents per litre
Halifax,Nova Scotia,2018-11-01,2018,11,108,Cents per litre
Saint John,New Brunswick,2018-11-01,2018,11,113.4,Cents per litre
Québec,Quebec,2018-11-01,2018,11,115.1,Cents per litre
Montréal,Quebec,2018-11-01,2018,11,117,Cents per litre
Ottawa-Gatineau,Ontario,2018-11-01,2018,11,106.4,Cents per litre
Toronto,Ontario,2018-11-01,2018,11,111.7,Cents per litre
Thunder Bay,Ontario,2018-11-01,2018,11,134.7,Cents per litre
Winnipeg,Manitoba,2018-11-01,2018,11,102.4,Cents per litre
Regina,Saskatchewan,2018-11-01,2018,11,109.4,Cents per litre
Saskatoon,Saskatchewan,2018-11-01,2018,11,114.1,Cents per litre
Edmonton,Alberta,2018-11-01,2018,11,105.7,Cents per litre
Calgary,Alberta,2018-11-01,2018,11,108.3,Cents per litre
Vancouver,British Columbia,2018-11-01,2018,11,141.9,Cents per litre
Victoria,British Columbia,2018-11-01,2018,11,137.8,Cents per litre
Whitehorse,Yukon,2018-11-01,2018,11,140.4,Cents per litre
Yellowknife,Northwest Territories,2018-11-01,2018,11,140.4,Cents per litre
St. John's,Newfoundland and Labrador,2018-12-01,2018,12,109.7,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2018-12-01,2018,12,103.5,Cents per litre
Halifax,Nova Scotia,2018-12-01,2018,12,99.9,Cents per litre
Saint John,New Brunswick,2018-12-01,2018,12,105.3,Cents per litre
Québec,Quebec,2018-12-01,2018,12,108.7,Cents per litre
Montréal,Quebec,2018-12-01,2018,12,112.5,Cents per litre
Ottawa-Gatineau,Ontario,2018-12-01,2018,12,99.7,Cents per litre
Toronto,Ontario,2018-12-01,2018,12,105.5,Cents per litre
Thunder Bay,Ontario,2018-12-01,2018,12,124.5,Cents per litre
Winnipeg,Manitoba,2018-12-01,2018,12,95.5,Cents per litre
Regina,Saskatchewan,2018-12-01,2018,12,97.2,Cents per litre
Saskatoon,Saskatchewan,2018-12-01,2018,12,101.4,Cents per litre
Edmonton,Alberta,2018-12-01,2018,12,95,Cents per litre
Calgary,Alberta,2018-12-01,2018,12,97.1,Cents per litre
Vancouver,British Columbia,2018-12-01,2018,12,138.5,Cents per litre
Victoria,British Columbia,2018-12-01,2018,12,132.5,Cents per litre
Whitehorse,Yukon,2018-12-01,2018,12,124.9,Cents per litre
Yellowknife,Northwest Territories,2018-12-01,2018,12,128.8,Cents per litre
St. John's,Newfoundland and Labrador,2019-01-01,2019,1,107.3,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-01-01,2019,1,98,Cents per litre
Halifax,Nova Scotia,2019-01-01,2019,1,99,Cents per litre
Saint John,New Brunswick,2019-01-01,2019,1,102.1,Cents per litre
Québec,Quebec,2019-01-01,2019,1,106.9,Cents per litre
Montréal,Quebec,2019-01-01,2019,1,112.1,Cents per litre
Ottawa-Gatineau,Ontario,2019-01-01,2019,1,96.5,Cents per litre
Toronto,Ontario,2019-01-01,2019,1,102.4,Cents per litre
Thunder Bay,Ontario,2019-01-01,2019,1,118.2,Cents per litre
Winnipeg,Manitoba,2019-01-01,2019,1,89.9,Cents per litre
Regina,Saskatchewan,2019-01-01,2019,1,91.8,Cents per litre
Saskatoon,Saskatchewan,2019-01-01,2019,1,95.7,Cents per litre
Edmonton,Alberta,2019-01-01,2019,1,91.8,Cents per litre
Calgary,Alberta,2019-01-01,2019,1,95.2,Cents per litre
Vancouver,British Columbia,2019-01-01,2019,1,132,Cents per litre
Victoria,British Columbia,2019-01-01,2019,1,130.1,Cents per litre
Whitehorse,Yukon,2019-01-01,2019,1,124.9,Cents per litre
Yellowknife,Northwest Territories,2019-01-01,2019,1,119.7,Cents per litre
St. John's,Newfoundland and Labrador,2019-02-01,2019,2,113.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-02-01,2019,2,99.8,Cents per litre
Halifax,Nova Scotia,2019-02-01,2019,2,103.2,Cents per litre
Saint John,New Brunswick,2019-02-01,2019,2,104.1,Cents per litre
Québec,Quebec,2019-02-01,2019,2,107.2,Cents per litre
Montréal,Quebec,2019-02-01,2019,2,113.6,Cents per litre
Ottawa-Gatineau,Ontario,2019-02-01,2019,2,96.1,Cents per litre
Toronto,Ontario,2019-02-01,2019,2,102.1,Cents per litre
Thunder Bay,Ontario,2019-02-01,2019,2,116.7,Cents per litre
Winnipeg,Manitoba,2019-02-01,2019,2,97.5,Cents per litre
Regina,Saskatchewan,2019-02-01,2019,2,101.8,Cents per litre
Saskatoon,Saskatchewan,2019-02-01,2019,2,101,Cents per litre
Edmonton,Alberta,2019-02-01,2019,2,99.2,Cents per litre
Calgary,Alberta,2019-02-01,2019,2,102,Cents per litre
Vancouver,British Columbia,2019-02-01,2019,2,134.4,Cents per litre
Victoria,British Columbia,2019-02-01,2019,2,126.7,Cents per litre
Whitehorse,Yukon,2019-02-01,2019,2,124.9,Cents per litre
Yellowknife,Northwest Territories,2019-02-01,2019,2,120.3,Cents per litre
St. John's,Newfoundland and Labrador,2019-03-01,2019,3,122.8,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-03-01,2019,3,111.5,Cents per litre
Halifax,Nova Scotia,2019-03-01,2019,3,116.6,Cents per litre
Saint John,New Brunswick,2019-03-01,2019,3,114.6,Cents per litre
Québec,Quebec,2019-03-01,2019,3,121.9,Cents per litre
Montréal,Quebec,2019-03-01,2019,3,126.3,Cents per litre
Ottawa-Gatineau,Ontario,2019-03-01,2019,3,110.9,Cents per litre
Toronto,Ontario,2019-03-01,2019,3,115.8,Cents per litre
Thunder Bay,Ontario,2019-03-01,2019,3,123.9,Cents per litre
Winnipeg,Manitoba,2019-03-01,2019,3,108.4,Cents per litre
Regina,Saskatchewan,2019-03-01,2019,3,111.2,Cents per litre
Saskatoon,Saskatchewan,2019-03-01,2019,3,110.9,Cents per litre
Edmonton,Alberta,2019-03-01,2019,3,110.2,Cents per litre
Calgary,Alberta,2019-03-01,2019,3,113.6,Cents per litre
Vancouver,British Columbia,2019-03-01,2019,3,149.6,Cents per litre
Victoria,British Columbia,2019-03-01,2019,3,137.6,Cents per litre
Whitehorse,Yukon,2019-03-01,2019,3,129.8,Cents per litre
Yellowknife,Northwest Territories,2019-03-01,2019,3,125.6,Cents per litre
St. John's,Newfoundland and Labrador,2019-04-01,2019,4,131.6,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-04-01,2019,4,125.8,Cents per litre
Halifax,Nova Scotia,2019-04-01,2019,4,127.6,Cents per litre
Saint John,New Brunswick,2019-04-01,2019,4,130,Cents per litre
Québec,Quebec,2019-04-01,2019,4,130.6,Cents per litre
Montréal,Quebec,2019-04-01,2019,4,136,Cents per litre
Ottawa-Gatineau,Ontario,2019-04-01,2019,4,125.8,Cents per litre
Toronto,Ontario,2019-04-01,2019,4,126.7,Cents per litre
Thunder Bay,Ontario,2019-04-01,2019,4,140.2,Cents per litre
Winnipeg,Manitoba,2019-04-01,2019,4,125.1,Cents per litre
Regina,Saskatchewan,2019-04-01,2019,4,127.3,Cents per litre
Saskatoon,Saskatchewan,2019-04-01,2019,4,127.8,Cents per litre
Edmonton,Alberta,2019-04-01,2019,4,118.9,Cents per litre
Calgary,Alberta,2019-04-01,2019,4,122.5,Cents per litre
Vancouver,British Columbia,2019-04-01,2019,4,167.3,Cents per litre
Victoria,British Columbia,2019-04-01,2019,4,157.5,Cents per litre
Whitehorse,Yukon,2019-04-01,2019,4,137.9,Cents per litre
Yellowknife,Northwest Territories,2019-04-01,2019,4,134.5,Cents per litre
St. John's,Newfoundland and Labrador,2019-05-01,2019,5,131.1,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-05-01,2019,5,128.7,Cents per litre
Halifax,Nova Scotia,2019-05-01,2019,5,125.8,Cents per litre
Saint John,New Brunswick,2019-05-01,2019,5,130.3,Cents per litre
Québec,Quebec,2019-05-01,2019,5,132.6,Cents per litre
Montréal,Quebec,2019-05-01,2019,5,137.9,Cents per litre
Ottawa-Gatineau,Ontario,2019-05-01,2019,5,127.8,Cents per litre
Toronto,Ontario,2019-05-01,2019,5,127.7,Cents per litre
Thunder Bay,Ontario,2019-05-01,2019,5,145.3,Cents per litre
Winnipeg,Manitoba,2019-05-01,2019,5,122.6,Cents per litre
Regina,Saskatchewan,2019-05-01,2019,5,123.7,Cents per litre
Saskatoon,Saskatchewan,2019-05-01,2019,5,128.3,Cents per litre
Edmonton,Alberta,2019-05-01,2019,5,117.8,Cents per litre
Calgary,Alberta,2019-05-01,2019,5,120.7,Cents per litre
Vancouver,British Columbia,2019-05-01,2019,5,169,Cents per litre
Victoria,British Columbia,2019-05-01,2019,5,161.3,Cents per litre
Whitehorse,Yukon,2019-05-01,2019,5,137.7,Cents per litre
Yellowknife,Northwest Territories,2019-05-01,2019,5,142.7,Cents per litre
St. John's,Newfoundland and Labrador,2019-06-01,2019,6,120.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-06-01,2019,6,116.2,Cents per litre
Halifax,Nova Scotia,2019-06-01,2019,6,110.9,Cents per litre
Saint John,New Brunswick,2019-06-01,2019,6,119.2,Cents per litre
Québec,Quebec,2019-06-01,2019,6,122.2,Cents per litre
Montréal,Quebec,2019-06-01,2019,6,128.5,Cents per litre
Ottawa-Gatineau,Ontario,2019-06-01,2019,6,119.1,Cents per litre
Toronto,Ontario,2019-06-01,2019,6,118.9,Cents per litre
Thunder Bay,Ontario,2019-06-01,2019,6,139.9,Cents per litre
Winnipeg,Manitoba,2019-06-01,2019,6,113.1,Cents per litre
Regina,Saskatchewan,2019-06-01,2019,6,110.7,Cents per litre
Saskatoon,Saskatchewan,2019-06-01,2019,6,121.5,Cents per litre
Edmonton,Alberta,2019-06-01,2019,6,100.4,Cents per litre
Calgary,Alberta,2019-06-01,2019,6,103.6,Cents per litre
Vancouver,British Columbia,2019-06-01,2019,6,148.4,Cents per litre
Victoria,British Columbia,2019-06-01,2019,6,146.5,Cents per litre
Whitehorse,Yukon,2019-06-01,2019,6,137.7,Cents per litre
Yellowknife,Northwest Territories,2019-06-01,2019,6,138.5,Cents per litre
St. John's,Newfoundland and Labrador,2019-07-01,2019,7,128.3,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-07-01,2019,7,123.1,Cents per litre
Halifax,Nova Scotia,2019-07-01,2019,7,119.9,Cents per litre
Saint John,New Brunswick,2019-07-01,2019,7,124,Cents per litre
Québec,Quebec,2019-07-01,2019,7,127.3,Cents per litre
Montréal,Quebec,2019-07-01,2019,7,133.3,Cents per litre
Ottawa-Gatineau,Ontario,2019-07-01,2019,7,125.4,Cents per litre
Toronto,Ontario,2019-07-01,2019,7,125.3,Cents per litre
Thunder Bay,Ontario,2019-07-01,2019,7,135.9,Cents per litre
Winnipeg,Manitoba,2019-07-01,2019,7,114.7,Cents per litre
Regina,Saskatchewan,2019-07-01,2019,7,115.1,Cents per litre
Saskatoon,Saskatchewan,2019-07-01,2019,7,118.2,Cents per litre
Edmonton,Alberta,2019-07-01,2019,7,105.4,Cents per litre
Calgary,Alberta,2019-07-01,2019,7,108.4,Cents per litre
Vancouver,British Columbia,2019-07-01,2019,7,151.5,Cents per litre
Victoria,British Columbia,2019-07-01,2019,7,142.2,Cents per litre
Whitehorse,Yukon,2019-07-01,2019,7,142.4,Cents per litre
Yellowknife,Northwest Territories,2019-07-01,2019,7,134.4,Cents per litre
St. John's,Newfoundland and Labrador,2019-08-01,2019,8,123.4,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-08-01,2019,8,116.7,Cents per litre
Halifax,Nova Scotia,2019-08-01,2019,8,114.2,Cents per litre
Saint John,New Brunswick,2019-08-01,2019,8,120,Cents per litre
Québec,Quebec,2019-08-01,2019,8,118.6,Cents per litre
Montréal,Quebec,2019-08-01,2019,8,125.1,Cents per litre
Ottawa-Gatineau,Ontario,2019-08-01,2019,8,117.8,Cents per litre
Toronto,Ontario,2019-08-01,2019,8,118.5,Cents per litre
Thunder Bay,Ontario,2019-08-01,2019,8,133.7,Cents per litre
Winnipeg,Manitoba,2019-08-01,2019,8,107.7,Cents per litre
Regina,Saskatchewan,2019-08-01,2019,8,109,Cents per litre
Saskatoon,Saskatchewan,2019-08-01,2019,8,110.6,Cents per litre
Edmonton,Alberta,2019-08-01,2019,8,99.9,Cents per litre
Calgary,Alberta,2019-08-01,2019,8,102.2,Cents per litre
Vancouver,British Columbia,2019-08-01,2019,8,148.2,Cents per litre
Victoria,British Columbia,2019-08-01,2019,8,136.1,Cents per litre
Whitehorse,Yukon,2019-08-01,2019,8,142.9,Cents per litre
Yellowknife,Northwest Territories,2019-08-01,2019,8,131.6,Cents per litre
St. John's,Newfoundland and Labrador,2019-09-01,2019,9,121.4,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-09-01,2019,9,115.4,Cents per litre
Halifax,Nova Scotia,2019-09-01,2019,9,112.5,Cents per litre
Saint John,New Brunswick,2019-09-01,2019,9,117.8,Cents per litre
Québec,Quebec,2019-09-01,2019,9,117.2,Cents per litre
Montréal,Quebec,2019-09-01,2019,9,123.9,Cents per litre
Ottawa-Gatineau,Ontario,2019-09-01,2019,9,116.2,Cents per litre
Toronto,Ontario,2019-09-01,2019,9,116.7,Cents per litre
Thunder Bay,Ontario,2019-09-01,2019,9,131.4,Cents per litre
Winnipeg,Manitoba,2019-09-01,2019,9,108.2,Cents per litre
Regina,Saskatchewan,2019-09-01,2019,9,108.2,Cents per litre
Saskatoon,Saskatchewan,2019-09-01,2019,9,108.2,Cents per litre
Edmonton,Alberta,2019-09-01,2019,9,99.3,Cents per litre
Calgary,Alberta,2019-09-01,2019,9,102.1,Cents per litre
Vancouver,British Columbia,2019-09-01,2019,9,153.6,Cents per litre
Victoria,British Columbia,2019-09-01,2019,9,141.9,Cents per litre
Whitehorse,Yukon,2019-09-01,2019,9,142.8,Cents per litre
Yellowknife,Northwest Territories,2019-09-01,2019,9,133.5,Cents per litre
St. John's,Newfoundland and Labrador,2019-10-01,2019,10,121.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-10-01,2019,10,114.5,Cents per litre
Halifax,Nova Scotia,2019-10-01,2019,10,112.9,Cents per litre
Saint John,New Brunswick,2019-10-01,2019,10,118.1,Cents per litre
Québec,Quebec,2019-10-01,2019,10,115.2,Cents per litre
Montréal,Quebec,2019-10-01,2019,10,123.6,Cents per litre
Ottawa-Gatineau,Ontario,2019-10-01,2019,10,115.2,Cents per litre
Toronto,Ontario,2019-10-01,2019,10,116.9,Cents per litre
Thunder Bay,Ontario,2019-10-01,2019,10,130.7,Cents per litre
Winnipeg,Manitoba,2019-10-01,2019,10,110.9,Cents per litre
Regina,Saskatchewan,2019-10-01,2019,10,110.8,Cents per litre
Saskatoon,Saskatchewan,2019-10-01,2019,10,109.9,Cents per litre
Edmonton,Alberta,2019-10-01,2019,10,98.2,Cents per litre
Calgary,Alberta,2019-10-01,2019,10,100.4,Cents per litre
Vancouver,British Columbia,2019-10-01,2019,10,158.2,Cents per litre
Victoria,British Columbia,2019-10-01,2019,10,150.7,Cents per litre
Whitehorse,Yukon,2019-10-01,2019,10,142.9,Cents per litre
Yellowknife,Northwest Territories,2019-10-01,2019,10,133.4,Cents per litre
St. John's,Newfoundland and Labrador,2019-11-01,2019,11,122,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-11-01,2019,11,114.4,Cents per litre
Halifax,Nova Scotia,2019-11-01,2019,11,113.7,Cents per litre
Saint John,New Brunswick,2019-11-01,2019,11,118.9,Cents per litre
Québec,Quebec,2019-11-01,2019,11,116.7,Cents per litre
Montréal,Quebec,2019-11-01,2019,11,123.5,Cents per litre
Ottawa-Gatineau,Ontario,2019-11-01,2019,11,113.6,Cents per litre
Toronto,Ontario,2019-11-01,2019,11,116.4,Cents per litre
Thunder Bay,Ontario,2019-11-01,2019,11,128.6,Cents per litre
Winnipeg,Manitoba,2019-11-01,2019,11,107,Cents per litre
Regina,Saskatchewan,2019-11-01,2019,11,108.7,Cents per litre
Saskatoon,Saskatchewan,2019-11-01,2019,11,101.6,Cents per litre
Edmonton,Alberta,2019-11-01,2019,11,95.1,Cents per litre
Calgary,Alberta,2019-11-01,2019,11,97.9,Cents per litre
Vancouver,British Columbia,2019-11-01,2019,11,140.5,Cents per litre
Victoria,British Columbia,2019-11-01,2019,11,138.9,Cents per litre
Whitehorse,Yukon,2019-11-01,2019,11,142.9,Cents per litre
Yellowknife,Northwest Territories,2019-11-01,2019,11,132.1,Cents per litre
St. John's,Newfoundland and Labrador,2019-12-01,2019,12,121.9,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2019-12-01,2019,12,113.7,Cents per litre
Halifax,Nova Scotia,2019-12-01,2019,12,112.3,Cents per litre
Saint John,New Brunswick,2019-12-01,2019,12,118.4,Cents per litre
Québec,Quebec,2019-12-01,2019,12,116.4,Cents per litre
Montréal,Quebec,2019-12-01,2019,12,123.5,Cents per litre
Ottawa-Gatineau,Ontario,2019-12-01,2019,12,113.1,Cents per litre
Toronto,Ontario,2019-12-01,2019,12,116,Cents per litre
Thunder Bay,Ontario,2019-12-01,2019,12,127.9,Cents per litre
Winnipeg,Manitoba,2019-12-01,2019,12,103.3,Cents per litre
Regina,Saskatchewan,2019-12-01,2019,12,108.5,Cents per litre
Saskatoon,Saskatchewan,2019-12-01,2019,12,107.2,Cents per litre
Edmonton,Alberta,2019-12-01,2019,12,96.2,Cents per litre
Calgary,Alberta,2019-12-01,2019,12,99,Cents per litre
Vancouver,British Columbia,2019-12-01,2019,12,136.5,Cents per litre
Victoria,British Columbia,2019-12-01,2019,12,132.4,Cents per litre
Whitehorse,Yukon,2019-12-01,2019,12,142.7,Cents per litre
Yellowknife,Northwest Territories,2019-12-01,2019,12,131.7,Cents per litre
St. John's,Newfoundland and Labrador,2020-01-01,2020,1,123.6,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-01-01,2020,1,113.6,Cents per litre
Halifax,Nova Scotia,2020-01-01,2020,1,112.4,Cents per litre
Saint John,New Brunswick,2020-01-01,2020,1,117.8,Cents per litre
Québec,Quebec,2020-01-01,2020,1,115.1,Cents per litre
Montréal,Quebec,2020-01-01,2020,1,122.1,Cents per litre
Ottawa-Gatineau,Ontario,2020-01-01,2020,1,111.6,Cents per litre
Toronto,Ontario,2020-01-01,2020,1,114.6,Cents per litre
Thunder Bay,Ontario,2020-01-01,2020,1,127.6,Cents per litre
Winnipeg,Manitoba,2020-01-01,2020,1,101.6,Cents per litre
Regina,Saskatchewan,2020-01-01,2020,1,109.8,Cents per litre
Saskatoon,Saskatchewan,2020-01-01,2020,1,110,Cents per litre
Edmonton,Alberta,2020-01-01,2020,1,98.8,Cents per litre
Calgary,Alberta,2020-01-01,2020,1,101.6,Cents per litre
Vancouver,British Columbia,2020-01-01,2020,1,139.9,Cents per litre
Victoria,British Columbia,2020-01-01,2020,1,139.7,Cents per litre
Whitehorse,Yukon,2020-01-01,2020,1,142.9,Cents per litre
Yellowknife,Northwest Territories,2020-01-01,2020,1,129.7,Cents per litre
St. John's,Newfoundland and Labrador,2020-02-01,2020,2,120.2,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-02-01,2020,2,111,Cents per litre
Halifax,Nova Scotia,2020-02-01,2020,2,107.5,Cents per litre
Saint John,New Brunswick,2020-02-01,2020,2,113.3,Cents per litre
Québec,Quebec,2020-02-01,2020,2,113.4,Cents per litre
Montréal,Quebec,2020-02-01,2020,2,120.1,Cents per litre
Ottawa-Gatineau,Ontario,2020-02-01,2020,2,108.4,Cents per litre
Toronto,Ontario,2020-02-01,2020,2,111,Cents per litre
Thunder Bay,Ontario,2020-02-01,2020,2,126,Cents per litre
Winnipeg,Manitoba,2020-02-01,2020,2,102.5,Cents per litre
Regina,Saskatchewan,2020-02-01,2020,2,105.1,Cents per litre
Saskatoon,Saskatchewan,2020-02-01,2020,2,107.1,Cents per litre
Edmonton,Alberta,2020-02-01,2020,2,96.4,Cents per litre
Calgary,Alberta,2020-02-01,2020,2,99,Cents per litre
Vancouver,British Columbia,2020-02-01,2020,2,145.9,Cents per litre
Victoria,British Columbia,2020-02-01,2020,2,143.2,Cents per litre
Whitehorse,Yukon,2020-02-01,2020,2,142.5,Cents per litre
Yellowknife,Northwest Territories,2020-02-01,2020,2,127.6,Cents per litre
St. John's,Newfoundland and Labrador,2020-03-01,2020,3,101.4,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-03-01,2020,3,90.2,Cents per litre
Halifax,Nova Scotia,2020-03-01,2020,3,85.4,Cents per litre
Saint John,New Brunswick,2020-03-01,2020,3,95.4,Cents per litre
Québec,Quebec,2020-03-01,2020,3,99.1,Cents per litre
Montréal,Quebec,2020-03-01,2020,3,99.3,Cents per litre
Ottawa-Gatineau,Ontario,2020-03-01,2020,3,84.3,Cents per litre
Toronto,Ontario,2020-03-01,2020,3,86.1,Cents per litre
Thunder Bay,Ontario,2020-03-01,2020,3,110.9,Cents per litre
Winnipeg,Manitoba,2020-03-01,2020,3,84.5,Cents per litre
Regina,Saskatchewan,2020-03-01,2020,3,88.4,Cents per litre
Saskatoon,Saskatchewan,2020-03-01,2020,3,85.2,Cents per litre
Edmonton,Alberta,2020-03-01,2020,3,77,Cents per litre
Calgary,Alberta,2020-03-01,2020,3,79.2,Cents per litre
Vancouver,British Columbia,2020-03-01,2020,3,121.4,Cents per litre
Victoria,British Columbia,2020-03-01,2020,3,126.3,Cents per litre
Whitehorse,Yukon,2020-03-01,2020,3,125.5,Cents per litre
Yellowknife,Northwest Territories,2020-03-01,2020,3,112.4,Cents per litre
St. John's,Newfoundland and Labrador,2020-04-01,2020,4,81.3,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-04-01,2020,4,73.6,Cents per litre
Halifax,Nova Scotia,2020-04-01,2020,4,67.9,Cents per litre
Saint John,New Brunswick,2020-04-01,2020,4,73.4,Cents per litre
Québec,Quebec,2020-04-01,2020,4,81.1,Cents per litre
Montréal,Quebec,2020-04-01,2020,4,85.5,Cents per litre
Ottawa-Gatineau,Ontario,2020-04-01,2020,4,78.3,Cents per litre
Toronto,Ontario,2020-04-01,2020,4,79.1,Cents per litre
Thunder Bay,Ontario,2020-04-01,2020,4,84.9,Cents per litre
Winnipeg,Manitoba,2020-04-01,2020,4,67.7,Cents per litre
Regina,Saskatchewan,2020-04-01,2020,4,71.7,Cents per litre
Saskatoon,Saskatchewan,2020-04-01,2020,4,65.6,Cents per litre
Edmonton,Alberta,2020-04-01,2020,4,62.4,Cents per litre
Calgary,Alberta,2020-04-01,2020,4,66.2,Cents per litre
Vancouver,British Columbia,2020-04-01,2020,4,96.7,Cents per litre
Victoria,British Columbia,2020-04-01,2020,4,99.4,Cents per litre
Whitehorse,Yukon,2020-04-01,2020,4,100.9,Cents per litre
Yellowknife,Northwest Territories,2020-04-01,2020,4,94.7,Cents per litre
St. John's,Newfoundland and Labrador,2020-05-01,2020,5,91.5,Cents per litre
Charlottetown and Summerside,Prince Edward Island,2020-05-01,2020,5,82.6,Cents per litre
Halifax,Nova Scotia,2020-05-01,2020,5,78.2,Cents per litre
Saint John,New Brunswick,2020-05-01,2020,5,82.8,Cents per litre
Québec,Quebec,2020-05-01,2020,5,93.5,Cents per litre
Montréal,Quebec,2020-05-01,2020,5,97,Cents per litre
Ottawa-Gatineau,Ontario,2020-05-01,2020,5,90.7,Cents per litre
Toronto,Ontario,2020-05-01,2020,5,91.2,Cents per litre
Thunder Bay,Ontario,2020-05-01,2020,5,100.1,Cents per litre
Winnipeg,Manitoba,2020-05-01,2020,5,85.2,Cents per litre
Regina,Saskatchewan,2020-05-01,2020,5,87.9,Cents per litre
Saskatoon,Saskatchewan,2020-05-01,2020,5,85.7,Cents per litre
Edmonton,Alberta,2020-05-01,2020,5,83.3,Cents per litre
Calgary,Alberta,2020-05-01,2020,5,87.2,Cents per litre
Vancouver,British Columbia,2020-05-01,2020,5,113,Cents per litre
Victoria,British Columbia,2020-05-01,2020,5,107.9,Cents per litre
Whitehorse,Yukon,2020-05-01,2020,5,103,Cents per litre
Yellowknife,Northwest Territories,2020-05-01,2020,5,96.7,Cents per litre
