iso3c,year,pop_000,le_birth,le_15,le_65,tfr
LTU,1996,3735.071,70.231,56.53,15.199,1.495
LTU,1997,3708.973,70.913,57.13,15.503,1.467
LTU,1998,3680.818,71.189,57.342,15.593,1.459
LTU,1999,3650.203,71.563,57.671,15.811,1.456
LTU,2000,3617.685,72.089,58.13,16.083,1.386
LTU,2001,3581.588,71.79,57.758,15.895,1.28
LTU,2002,3538.696,71.801,57.782,15.892,1.237
LTU,2003,3492.902,72.144,58,16.039,1.262
LTU,2004,3446.448,72.228,58.108,16.083,1.275
LTU,2005,3398.734,71.742,57.526,15.748,1.294
LTU,2006,3348.332,71.577,57.407,15.649,1.326
LTU,2007,3297.531,71.537,57.291,15.598,1.365
LTU,2008,3247.304,72.417,58.068,15.951,1.447
LTU,2009,3201.451,73.177,58.801,16.349,1.499
LTU,2010,3159.507,73.424,58.999,16.405,1.503
LTU,2011,3118.53,73.926,59.458,16.64,1.547
LTU,2012,3081.065,74.203,59.695,16.714,1.592
LTU,2013,3045.617,74.312,59.755,16.684,1.588
LTU,2014,3010.762,74.843,60.297,16.96,1.63
LTU,2015,2979.093,74.61,60.066,16.7,1.698
LTU,2016,2948.436,74.882,60.333,16.809,1.687
LTU,2017,2918.911,75.44,60.786,16.972,1.633
LTU,2018,2889.989,75.677,61.047,17.061,1.634
LTU,2019,2862.266,76.212,61.575,17.348,1.614
LTU,2020,2835.9,75.068,60.395,16.755,1.618
LTU,2021,2804.633,73.72,59.049,15.756,1.622
NOR,1950,3282.142,71.588,59.505,14.95,2.514
NOR,1951,3280.69,72.526,60.25,15.635,2.473
NOR,1952,3311.99,72.65,60.246,15.475,2.578
NOR,1953,3344.659,73.149,60.501,15.512,2.639
NOR,1954,3378.341,73.209,60.476,15.386,2.676
NOR,1955,3411.439,73.431,60.673,15.621,2.759
NOR,1956,3446.742,73.487,60.718,15.458,2.826
NOR,1957,3476.462,73.434,60.588,15.46,2.829
NOR,1958,3508.547,73.425,60.515,15.353,2.885
NOR,1959,3538.412,73.551,60.538,15.422,2.896
NOR,1960,3568.107,73.565,60.569,15.307,2.869
NOR,1961,3594.933,73.565,60.454,15.332,2.937
NOR,1962,3625.057,73.46,60.333,15.2,2.891
NOR,1963,3653.21,73.097,59.916,14.667,2.924
NOR,1964,3680.39,73.609,60.436,15.183,2.976
NOR,1965,3708.957,73.727,60.513,15.371,2.943
NOR,1966,3738.064,74.008,60.575,15.291,2.901
NOR,1967,3768.089,74.074,60.651,15.408,2.808
NOR,1968,3800.595,73.946,60.44,15.244,2.753
NOR,1969,3832.001,73.667,60.175,15.168,2.693
NOR,1970,3863.04,74.071,60.458,15.325,2.519
NOR,1971,3888.053,74.175,60.614,15.433,2.488
NOR,1972,3917.768,74.35,60.675,15.463,2.384
NOR,1973,3948.326,74.441,60.745,15.509,2.232
NOR,1974,3973.093,74.764,60.974,15.77,2.137
NOR,1975,3997.667,74.817,61.049,15.788,1.984
NOR,1976,4017.266,75.048,61.209,15.926,1.865
NOR,1977,4035.361,75.398,61.423,16.102,1.765
NOR,1978,4051.361,75.426,61.443,16.084,1.768
NOR,1979,4066.252,75.416,61.394,16.073,1.751
NOR,1980,4079.053,75.673,61.574,16.255,1.723
NOR,1981,4092.499,75.882,61.748,16.293,1.704
NOR,1982,4107.21,76.019,61.947,16.54,1.707
NOR,1983,4122.652,76.079,61.977,16.553,1.659
NOR,1984,4134.491,76.247,62.17,16.621,1.659
NOR,1985,4145.98,75.933,61.878,16.459,1.678
NOR,1986,4159.295,76.253,62.141,16.733,1.711
NOR,1987,4175.624,76.102,62.008,16.603,1.749
NOR,1988,4198.448,76.271,62.159,16.686,1.843
NOR,1989,4220.858,76.543,62.392,16.818,1.887
NOR,1990,4233.29,76.587,62.391,16.694,1.93
NOR,1991,4249.981,77.038,62.757,16.958,1.918
NOR,1992,4273.792,77.246,62.92,17.128,1.887
NOR,1993,4299.322,77.221,62.825,16.878,1.863
NOR,1994,4324.95,77.773,63.382,17.347,1.868
NOR,1995,4348.529,77.797,63.302,17.239,1.871
NOR,1996,4370.136,78.233,63.73,17.598,1.889
NOR,1997,4392.884,78.239,63.764,17.597,1.859
NOR,1998,4417.783,78.408,63.878,17.798,1.827
NOR,1999,4445.568,78.387,63.886,17.701,1.847
NOR,2000,4478.717,78.692,64.158,18.033,1.854
NOR,2001,4503.686,78.896,64.332,18.123,1.789
NOR,2002,4524.348,78.96,64.422,18.099,1.76
NOR,2003,4552.527,79.529,64.978,18.538,1.798
NOR,2004,4577.808,79.965,65.362,18.888,1.828
NOR,2005,4606.746,80.17,65.564,19.019,1.841
NOR,2006,4640.632,80.441,65.82,19.207,1.9
NOR,2007,4681.543,80.503,65.87,19.111,1.905
NOR,2008,4737.61,80.678,66.021,19.263,1.955
NOR,2009,4799.698,80.867,66.241,19.479,1.976
NOR,2010,4858.701,81.04,66.371,19.541,1.939
NOR,2011,4920.781,81.243,66.539,19.711,1.882
NOR,2012,4986.341,81.444,66.763,19.693,1.849
NOR,2013,5051.771,81.667,66.95,19.912,1.782
NOR,2014,5109.566,82.086,67.374,20.18,1.754
NOR,2015,5166.281,82.272,67.546,20.243,1.727
NOR,2016,5214.432,82.415,67.674,20.391,1.705
NOR,2017,5258.747,82.624,67.906,20.454,1.625
NOR,2018,5296.038,82.76,68.026,20.599,1.568
NOR,2019,5328.602,82.955,68.224,20.771,1.537
NOR,2020,5367.955,83.195,68.424,20.922,1.499
NOR,2021,5391.723,83.234,68.493,20.777,1.503
SWE,1950,6986.151,71.139,58.331,13.931,2.304
SWE,1951,7043.069,71.364,58.58,14.081,2.213
SWE,1952,7093.782,71.844,58.944,14.291,2.234
SWE,1953,7145.121,71.903,58.895,14.232,2.26
SWE,1954,7194.829,72.352,59.251,14.346,2.19
SWE,1955,7240.361,72.585,59.47,14.574,2.257
SWE,1956,7288.341,72.659,59.489,14.522,2.288
SWE,1957,7335.87,72.491,59.362,14.386,2.283
SWE,1958,7380.37,73.153,59.845,14.651,2.258
SWE,1959,7426.214,73.371,60.097,14.811,2.239
SWE,1960,7472.432,73.036,59.74,14.536,2.177
SWE,1961,7513.358,73.488,60.156,14.823,2.203
SWE,1962,7559.263,73.35,59.987,14.635,2.232
SWE,1963,7606.007,73.532,60.144,14.857,2.316
SWE,1964,7659.854,73.705,60.235,15.017,2.455
SWE,1965,7723.791,73.872,60.291,15.016,2.411
SWE,1966,7787.713,74.101,60.461,15.133,2.362
SWE,1967,7852.229,74.147,60.444,15.175,2.268
SWE,1968,7913.059,74.001,60.338,15.084,2.075
SWE,1969,7962.494,74.113,60.348,15.155,1.935
SWE,1970,8004.576,74.664,60.896,15.671,1.937
SWE,1971,8050.827,74.601,60.793,15.608,1.972
SWE,1972,8096.812,74.705,60.85,15.642,1.924
SWE,1973,8138.619,74.864,60.903,15.623,1.87
SWE,1974,8175.258,74.968,61.004,15.74,1.881
SWE,1975,8211.049,74.977,60.928,15.739,1.769
SWE,1976,8237.768,74.972,60.877,15.681,1.683
SWE,1977,8256.222,75.393,61.256,16.052,1.641
SWE,1978,8274.261,75.484,61.331,16.045,1.603
SWE,1979,8288.336,75.523,61.37,16.107,1.654
SWE,1980,8303.731,75.743,61.513,16.198,1.674
SWE,1981,8319.794,76.04,61.767,16.26,1.635
SWE,1982,8333.58,76.349,62.071,16.513,1.616
SWE,1983,8347.866,76.579,62.307,16.655,1.614
SWE,1984,8362.348,76.84,62.52,16.837,1.658
SWE,1985,8380.231,76.69,62.415,16.672,1.736
SWE,1986,8399.595,76.954,62.635,16.852,1.798
SWE,1987,8423.987,77.108,62.782,17.027,1.846
SWE,1988,8452.001,76.997,62.654,16.901,1.959
SWE,1989,8484.273,77.653,63.292,17.38,2.019
SWE,1990,8525.691,77.588,63.256,17.267,2.122
SWE,1991,8571.12,77.728,63.369,17.401,2.111
SWE,1992,8617.221,78.071,63.652,17.509,2.081
SWE,1993,8663.323,78.135,63.689,17.455,1.994
SWE,1994,8703.486,78.746,64.234,17.994,1.88
SWE,1995,8743.435,78.821,64.269,17.917,1.732
SWE,1996,8773.556,79.043,64.484,18.009,1.608
SWE,1997,8797.431,79.271,64.702,18.167,1.529
SWE,1998,8818.307,79.415,64.847,18.271,1.507
SWE,1999,8838.959,79.508,64.909,18.277,1.502
SWE,2000,8858.793,79.738,65.132,18.491,1.543
SWE,2001,8883.294,79.836,65.256,18.565,1.571
SWE,2002,8910.203,79.935,65.322,18.543,1.649
SWE,2003,8941.821,80.195,65.576,18.758,1.71
SWE,2004,8981.192,80.546,65.904,19.069,1.75
SWE,2005,9027.333,80.621,65.955,19.065,1.774
SWE,2006,9076.143,80.832,66.181,19.246,1.85
SWE,2007,9133.296,80.97,66.283,19.315,1.878
SWE,2008,9195.249,81.137,66.442,19.45,1.902
SWE,2009,9263.292,81.363,66.703,19.645,1.931
SWE,2010,9339.534,81.519,66.828,19.684,1.976
SWE,2011,9423.925,81.758,67.033,19.842,1.905
SWE,2012,9510.85,81.73,67.044,19.794,1.903
SWE,2013,9601.123,81.935,67.242,20.011,1.881
SWE,2014,9696.741,82.223,67.49,20.233,1.878
SWE,2015,9798.276,82.183,67.487,20.186,1.849
SWE,2016,9900.421,82.339,67.641,20.294,1.848
SWE,2017,10006.213,82.438,67.719,20.353,1.786
SWE,2018,10110.167,82.533,67.801,20.396,1.756
SWE,2019,10214.429,83.052,68.303,20.807,1.717
SWE,2020,10321.414,82.427,67.706,20.193,1.67
SWE,2021,10416.525,82.983,68.223,20.747,1.67
GBR,1950,49931.042,68.631,56.496,13.192,2.238
GBR,1951,50179.087,68.235,56.09,12.652,2.196
GBR,1952,50364.721,69.518,57.22,13.461,2.209
GBR,1953,50604.906,69.797,57.413,13.504,2.271
GBR,1954,50852.335,70.165,57.571,13.583,2.271
GBR,1955,51087.543,70.129,57.528,13.419,2.279
GBR,1956,51298.99,70.401,57.68,13.467,2.411
GBR,1957,51544.237,70.521,57.805,13.735,2.507
GBR,1958,51820.562,70.702,57.88,13.638,2.583
GBR,1959,52101.065,70.826,57.987,13.739,2.616
GBR,1960,52382.229,71.024,58.194,13.908,2.742
GBR,1961,52703.805,70.79,57.9,13.647,2.821
GBR,1962,53018.697,70.859,57.976,13.716,2.9
GBR,1963,53348.563,70.764,57.833,13.603,2.929
GBR,1964,53668.465,71.549,58.541,14.301,2.981
GBR,1965,54054.535,71.524,58.43,14.173,2.895
GBR,1966,54404.596,71.439,58.331,14.043,2.797
GBR,1967,54716.408,72.075,58.894,14.468,2.703
GBR,1968,55036.321,71.687,58.511,14.053,2.624
GBR,1969,55302.167,71.665,58.424,14.103,2.517
GBR,1970,55538.871,71.884,58.653,14.26,2.437
GBR,1971,55761.46,72.236,58.964,14.514,2.402
GBR,1972,55990.346,71.99,58.654,14.232,2.196
GBR,1973,56124.285,72.187,58.811,14.368,2.031
GBR,1974,56208.974,72.378,58.968,14.472,1.92
GBR,1975,56258.578,72.652,59.164,14.594,1.809
GBR,1976,56275.107,72.637,59.034,14.456,1.74
GBR,1977,56251.356,73.114,59.487,14.828,1.69
GBR,1978,56238.324,73.045,59.396,14.793,1.753
GBR,1979,56243.212,73.162,59.458,14.795,1.859
GBR,1980,56287.095,73.593,59.824,15.041,1.89
GBR,1981,56365.561,73.919,60.046,15.155,1.817
GBR,1982,56426.132,74.041,60.139,15.161,1.778
GBR,1983,56474.134,74.295,60.338,15.29,1.766
GBR,1984,56529.09,74.677,60.679,15.577,1.766
GBR,1985,56607.415,74.538,60.523,15.33,1.789
GBR,1986,56678.674,74.796,60.764,15.523,1.781
GBR,1987,56765.144,75.148,61.097,15.814,1.809
GBR,1988,56887.5,75.261,61.199,15.867,1.82
GBR,1989,57017.796,75.395,61.284,15.832,1.795
GBR,1990,57134.402,75.736,61.583,16.114,1.829
GBR,1991,57286.483,75.91,61.707,16.13,1.816
GBR,1992,57432.424,76.306,62.014,16.349,1.793
GBR,1993,57586.056,76.163,61.856,16.15,1.759
GBR,1994,57708.869,76.722,62.386,16.599,1.738
GBR,1995,57862.931,76.616,62.275,16.482,1.71
GBR,1996,57997.797,76.875,62.53,16.692,1.723
GBR,1997,58159.376,77.142,62.771,16.856,1.721
GBR,1998,58341.019,77.277,62.895,16.957,1.711
GBR,1999,58535.623,77.376,62.994,17.007,1.683
GBR,2000,58734.782,77.853,63.439,17.407,1.641
GBR,2001,58965.305,78.124,63.709,17.625,1.626
GBR,2002,59218.727,78.241,63.808,17.685,1.634
GBR,2003,59492.653,78.334,63.913,17.738,1.699
GBR,2004,59806.945,78.904,64.452,18.177,1.747
GBR,2005,60184.756,79.112,64.656,18.323,1.759
GBR,2006,60582.727,79.355,64.907,18.627,1.811
GBR,2007,61024.673,79.542,65.081,18.745,1.864
GBR,2008,61496.679,79.665,65.183,18.833,1.904
GBR,2009,61987.622,80.167,65.669,19.245,1.892
GBR,2010,62499.133,80.401,65.881,19.373,1.917
GBR,2011,63020.944,80.805,66.274,19.669,1.911
GBR,2012,63551.78,80.866,66.316,19.603,1.909
GBR,2013,64065.674,80.929,66.356,19.668,1.831
GBR,2014,64538.92,81.16,66.587,19.899,1.813
GBR,2015,65008.088,80.924,66.347,19.66,1.809
GBR,2016,65440.64,81.075,66.493,19.866,1.796
GBR,2017,65869.766,81.168,66.585,19.886,1.742
GBR,2018,66259.843,81.125,66.535,19.921,1.681
GBR,2019,66606.144,81.725,67.129,20.421,1.629
GBR,2020,66951.174,80.434,65.823,19.475,1.561
GBR,2021,67167.774,80.742,66.124,19.94,1.562
ALB,1950,1234.474,44.736,50.812,11.248,5.963
ALB,1951,1270.689,45.14,51.043,11.279,6.041
ALB,1952,1307.646,45.979,51.42,11.384,6.207
ALB,1953,1346.251,46.544,51.801,11.494,6.325
ALB,1954,1387.237,47.595,52.225,11.631,6.402
ALB,1955,1430.773,48.542,52.648,11.771,6.493
ALB,1956,1476.688,49.576,53.123,11.953,6.485
ALB,1957,1524.56,50.706,53.654,12.173,6.458
ALB,1958,1574.582,51.975,54.299,12.469,6.508
ALB,1959,1627.383,53.199,54.776,12.665,6.489
ALB,1960,1682.657,54.439,55.277,12.892,6.455
ALB,1961,1739.721,55.634,55.686,13.068,6.353
ALB,1962,1798.436,56.671,55.929,13.146,6.207
ALB,1963,1858.028,57.844,56.313,13.314,6.047
ALB,1964,1918.575,58.983,56.689,13.489,5.849
ALB,1965,1979.45,60.019,56.994,13.634,5.623
ALB,1966,2040.128,60.998,57.259,13.76,5.465
ALB,1967,2101.249,61.972,57.55,13.898,5.404
ALB,1968,2163.636,62.946,57.856,14.05,5.338
ALB,1969,2227.297,63.923,58.19,14.226,5.258
ALB,1970,2292.301,64.824,58.465,14.365,5.111
ALB,1971,2357.161,65.618,58.669,14.466,5.015
ALB,1972,2422.463,66.422,58.927,14.607,4.898
ALB,1973,2487.88,67.14,59.148,14.714,4.764
ALB,1974,2552.993,67.769,59.341,14.81,4.642
ALB,1975,2617.91,68.328,59.518,14.901,4.524
ALB,1976,2682.334,68.704,59.575,14.91,4.34
ALB,1977,2744.786,69.121,59.737,14.992,4.136
ALB,1978,2804.804,69.309,59.715,14.956,3.946
ALB,1979,2861.823,69.584,59.838,15.025,3.763
ALB,1980,2915.703,70.478,60.609,15.533,3.614
ALB,1981,2967.6,70.73,60.747,15.61,3.509
ALB,1982,3017.177,71.023,60.933,15.725,3.452
ALB,1983,3065.181,71.296,61.083,15.807,3.361
ALB,1984,3110.641,71.502,61.175,15.848,3.296
ALB,1985,3152.81,71.656,61.202,15.859,3.205
ALB,1986,3190.64,71.95,61.321,15.896,3.116
ALB,1987,3223.616,72.352,61.557,16.038,3.061
ALB,1988,3251.736,72.641,61.67,16.104,3.004
ALB,1989,3274.301,72.88,61.73,16.123,2.942
ALB,1990,3290.062,73.144,61.81,16.16,2.9
ALB,1991,3300.069,73.378,61.867,16.169,2.826
ALB,1992,3304.094,73.715,62.042,16.267,2.767
ALB,1993,3303.384,73.939,62.098,16.268,2.707
ALB,1994,3298.037,74.131,62.147,16.276,2.707
ALB,1995,3289.96,74.362,62.234,16.302,2.685
ALB,1996,3278.768,74.592,62.343,16.352,2.615
ALB,1997,3263.894,73.904,61.748,16.244,2.497
ALB,1998,3243.544,74.99,62.514,16.407,2.397
ALB,1999,3220.807,75.183,62.602,16.447,2.318
ALB,2000,3195.713,75.404,62.718,16.503,2.231
ALB,2001,3168.328,75.639,62.84,16.568,2.15
ALB,2002,3138.896,75.89,62.979,16.649,2.036
ALB,2003,3108.206,76.142,63.108,16.722,1.978
ALB,2004,3077.776,76.376,63.22,16.784,1.89
ALB,2005,3047.469,76.621,63.347,16.863,1.803
ALB,2006,3017.799,76.816,63.42,16.901,1.724
ALB,2007,2988.975,77.549,64.04,17.35,1.671
ALB,2008,2963.192,77.653,64.029,17.336,1.648
ALB,2009,2940.186,77.781,64.051,17.344,1.647
ALB,2010,2920.897,77.936,64.102,17.375,1.656
ALB,2011,2905.902,78.092,64.167,17.411,1.671
ALB,2012,2895.406,78.064,64.056,17.307,1.692
ALB,2013,2888.98,78.123,64.049,17.275,1.697
ALB,2014,2885.048,78.407,64.287,17.414,1.674
ALB,2015,2883.156,78.644,64.493,17.542,1.613
ALB,2016,2881.805,78.86,64.695,17.666,1.551
ALB,2017,2880.321,79.047,64.875,17.769,1.491
ALB,2018,2878.389,79.184,65.016,17.84,1.44
ALB,2019,2875.637,79.282,65.137,17.91,1.414
ALB,2020,2872.13,76.989,62.899,16.575,1.4
ALB,2021,2861.567,76.463,62.372,16.294,1.39
AND,1950,5.948,64.586,54.86,13.194,2.223
AND,1951,6.061,64.234,54.67,13.15,2.256
AND,1952,5.593,67.42,56.39,13.585,2.286
AND,1953,5.314,68.247,56.872,13.736,2.305
AND,1954,5.301,69.48,57.623,13.987,2.315
AND,1955,5.832,69.256,57.483,13.95,2.33
AND,1956,6.4,69.31,57.515,13.969,2.372
AND,1957,7.01,69.126,57.4,13.941,2.416
AND,1958,7.651,71.354,58.853,14.511,2.459
AND,1959,8.337,71.231,58.771,14.492,2.514
AND,1960,9.062,72.025,59.323,14.745,2.543
AND,1961,9.823,72.094,59.37,14.767,2.577
AND,1962,10.608,72.375,59.562,14.842,2.598
AND,1963,11.419,72.154,59.41,14.779,2.631
AND,1964,12.26,72.813,59.891,15.023,2.67
AND,1965,13.12,73.353,60.284,15.212,2.71
AND,1966,14.005,73.379,60.296,15.215,2.752
AND,1967,15.087,73.299,60.234,15.188,2.783
AND,1968,16.402,73.54,60.41,15.274,2.799
AND,1969,17.757,72.954,59.963,15.038,2.816
AND,1970,19.141,74.256,60.946,15.539,2.825
AND,1971,20.58,73.719,60.535,15.321,2.832
AND,1972,22.063,74.867,61.415,15.773,2.847
AND,1973,23.601,74.569,61.179,15.636,2.802
AND,1974,25.186,74.866,61.415,15.763,2.733
AND,1975,26.819,75.093,61.603,15.874,2.604
AND,1976,28.46,75.348,61.813,15.988,2.191
AND,1977,30.127,75.78,62.174,16.202,1.973
AND,1978,31.771,75.907,62.282,16.264,1.768
AND,1979,33.376,76.371,62.673,16.505,1.609
AND,1980,34.908,76.84,63.07,16.745,1.971
AND,1981,36.314,76.988,63.196,16.817,1.815
AND,1982,37.661,77.541,63.669,17.109,1.964
AND,1983,39.535,77.259,63.425,16.938,1.686
AND,1984,41.329,77.562,63.688,17.111,1.328
AND,1985,43.032,77.452,63.593,17.041,1.379
AND,1986,44.587,77.688,63.794,17.164,1.39
AND,1987,46.622,77.847,63.934,17.266,1.294
AND,1988,48.648,77.81,63.903,17.253,1.354
AND,1989,50.661,77.779,63.879,17.252,1.359
AND,1990,52.616,78.406,64.428,17.625,1.25
AND,1991,54.523,77.981,64.047,17.351,1.309
AND,1992,56.346,80.324,66.166,18.804,1.352
AND,1993,58.221,78.663,64.655,17.756,1.26
AND,1994,60.091,82.638,68.322,20.419,1.202
AND,1995,61.983,78.962,64.92,17.927,1.172
AND,1996,63.872,80.334,66.164,18.811,1.186
AND,1997,64.423,80.944,66.737,19.223,1.242
AND,1998,64.941,79.426,65.338,18.247,1.25
AND,1999,65.43,81.317,67.079,19.486,1.381
AND,2000,65.88,80.919,66.716,19.209,1.263
AND,2001,66.315,81.686,67.406,19.765,1.338
AND,2002,69.325,82.237,67.933,20.14,1.359
AND,2003,72.372,83.921,69.501,21.384,1.2
AND,2004,75.443,80.084,65.956,18.639,1.271
AND,2005,78.424,81.76,67.49,19.802,1.291
AND,2006,81.227,82.966,68.62,20.662,1.292
AND,2007,79.214,82.659,68.318,20.453,1.247
AND,2008,77.123,82.698,68.356,20.486,1.404
AND,2009,74.987,82.752,68.409,20.533,1.356
AND,2010,72.717,82.816,68.472,20.588,1.429
AND,2011,70.322,82.897,68.554,20.661,1.365
AND,2012,70.813,82.917,68.572,20.676,1.302
AND,2013,71.212,82.934,68.588,20.686,1.197
AND,2014,71.521,82.948,68.601,20.694,1.255
AND,2015,71.722,82.953,68.606,20.695,1.352
AND,2016,71.769,82.967,68.618,20.698,1.327
AND,2017,73.312,82.98,68.63,20.705,1.216
AND,2018,74.361,82.992,68.641,20.711,1.173
AND,2019,75.666,83.004,68.651,20.717,1.172
AND,2020,77.02,79.023,64.638,18.151,1.177
AND,2021,78.38,80.368,65.98,19.141,1.125
BIH,1950,2670.844,48.947,49.707,10.551,5.12
BIH,1951,2714.971,49.545,49.871,10.588,4.993
BIH,1952,2761.264,51.194,50.693,10.96,4.987
BIH,1953,2813.491,52.636,51.511,11.347,4.889
BIH,1954,2869.458,54.166,52.246,11.699,4.758
BIH,1955,2928.594,55.478,52.788,11.955,4.563
BIH,1956,2988.265,56.712,53.308,12.201,4.366
BIH,1957,3048.337,57.863,53.782,12.428,4.162
BIH,1958,3107.938,59.05,54.355,12.723,4.058
BIH,1959,3169.007,60.039,54.714,12.894,3.974
BIH,1960,3231.089,61.037,55.159,13.121,3.907
BIH,1961,3293.988,61.856,55.452,13.256,3.826
BIH,1962,3356.678,62.511,55.623,13.328,3.737
BIH,1963,3418.347,63.274,55.933,13.483,3.644
BIH,1964,3478.718,63.948,56.179,13.612,3.538
BIH,1965,3537.199,64.555,56.387,13.708,3.439
BIH,1966,3593.836,65.171,56.618,13.821,3.308
BIH,1967,3647.861,65.553,56.617,13.798,3.171
BIH,1968,3698.874,65.883,56.566,13.747,3.047
BIH,1969,3747.26,66.2,56.508,13.696,2.941
BIH,1970,3793.492,66.688,56.63,13.749,2.828
BIH,1971,3837.63,67.163,56.746,13.801,2.748
BIH,1972,3880.854,67.672,56.916,13.892,2.664
BIH,1973,3922.936,68.216,57.143,14.008,2.556
BIH,1974,3963.368,68.862,57.505,14.222,2.451
BIH,1975,4002.758,69.405,57.791,14.393,2.36
BIH,1976,4041.422,69.648,57.8,14.388,2.271
BIH,1977,4078.656,70.041,57.992,14.505,2.175
BIH,1978,4114.375,70.132,57.904,14.441,2.095
BIH,1979,4148.667,70.34,57.954,14.461,2.039
BIH,1980,4182.355,70.543,58.009,14.497,2.034
BIH,1981,4217.285,70.7,58.026,14.496,2.073
BIH,1982,4254.654,70.875,58.059,14.508,2.095
BIH,1983,4293.372,71.081,58.126,14.546,2.085
BIH,1984,4331.671,71.036,57.938,14.383,2.051
BIH,1985,4367.524,70.799,57.563,14.089,2.002
BIH,1986,4399.087,71.239,57.896,14.299,1.951
BIH,1987,4427.661,71.676,58.248,14.466,1.911
BIH,1988,4452.939,71.755,58.274,14.468,1.873
BIH,1989,4473.702,71.781,58.284,14.433,1.821
BIH,1990,4488.757,72.349,58.836,14.807,1.794
BIH,1991,4499.864,72.089,58.469,14.541,1.798
BIH,1992,4504.908,51.785,41.252,11.851,1.773
BIH,1993,4046.551,51.519,40.88,11.893,1.741
BIH,1994,3839.41,67.209,53.284,14.418,1.705
BIH,1995,3685.25,70.284,56.965,14.398,1.676
BIH,1996,3815.804,73.43,59.448,14.86,1.651
BIH,1997,3999.697,73.686,59.649,14.916,1.677
BIH,1998,4095.799,73.901,59.812,14.928,1.554
BIH,1999,4134.319,75.076,60.947,15.72,1.37
BIH,2000,4171.709,74.496,60.327,15.216,1.283
BIH,2001,4186.991,75.06,60.869,15.569,1.232
BIH,2002,4202.873,74.612,60.396,15.08,1.23
BIH,2003,4193.947,75.782,61.56,15.954,1.22
BIH,2004,4173.567,76.133,61.9,16.129,1.219
BIH,2005,4112.153,75.42,61.161,15.558,1.203
BIH,2006,4076.441,76.247,61.974,16.104,1.186
BIH,2007,4039.73,76.161,61.856,15.939,1.252
BIH,2008,3976.021,76.838,62.511,16.374,1.276
BIH,2009,3910.762,76.976,62.611,16.389,1.299
BIH,2010,3844.738,77.073,62.687,16.373,1.276
BIH,2011,3777.438,77.007,62.594,16.224,1.216
BIH,2012,3708.845,77.191,62.761,16.329,1.29
BIH,2013,3639.903,76.33,61.882,15.549,1.276
BIH,2014,3595.214,75.659,61.209,14.939,1.262
BIH,2015,3546.921,76.182,61.711,15.241,1.289
BIH,2016,3501.727,76.808,62.328,15.656,1.324
BIH,2017,3460.245,76.935,62.452,15.69,1.355
BIH,2018,3419.809,77.093,62.592,15.727,1.384
BIH,2019,3380.449,77.241,62.735,15.764,1.368
BIH,2020,3340.974,76.225,61.696,14.885,1.359
BIH,2021,3295.841,75.3,60.756,14.221,1.35
HRV,1950,3846.03,58.767,51.842,11.503,2.933
HRV,1951,3883.352,59.222,52.126,11.604,2.733
HRV,1952,3917.291,60.307,52.82,11.936,2.705
HRV,1953,3954.255,61.292,53.545,12.291,2.669
HRV,1954,3992.655,61.992,53.914,12.452,2.63
HRV,1955,4031.076,62.474,54.186,12.568,2.572
HRV,1956,4068.241,62.927,54.419,12.663,2.484
HRV,1957,4103.04,63.627,54.834,12.865,2.365
HRV,1958,4135.674,64.427,55.313,13.108,2.278
HRV,1959,4167.383,64.965,55.637,13.27,2.253
HRV,1960,4199.198,65.633,55.996,13.46,2.232
HRV,1961,4231.451,66.335,56.434,13.701,2.218
HRV,1962,4264.253,66.623,56.534,13.744,2.196
HRV,1963,4295.892,67.008,56.707,13.823,2.171
HRV,1964,4326.193,67.444,56.92,13.94,2.173
HRV,1965,4355.894,67.986,57.261,14.142,2.211
HRV,1966,4386.867,68.272,57.383,14.197,2.193
HRV,1967,4416.683,68.445,57.403,14.224,2.107
HRV,1968,4442.92,68.528,57.344,14.184,2.026
HRV,1969,4465.362,68.796,57.437,14.254,1.953
HRV,1970,4484.42,68.944,57.446,14.271,1.917
HRV,1971,4500.856,69.276,57.606,14.371,1.961
HRV,1972,4517.694,69.575,57.776,14.487,1.992
HRV,1973,4535.159,69.989,58.013,14.63,1.998
HRV,1974,4553.107,70.285,58.172,14.725,1.977
HRV,1975,4570.615,70.628,58.348,14.816,1.956
HRV,1976,4588.242,70.776,58.423,14.857,1.942
HRV,1977,4606.141,70.831,58.385,14.827,1.946
HRV,1978,4625.316,70.784,58.312,14.783,1.946
HRV,1979,4646.229,70.809,58.206,14.718,1.934
HRV,1980,4668.805,70.216,57.608,14.322,1.92
HRV,1981,4691.482,69.975,57.302,14.117,1.913
HRV,1982,4716.478,69.572,56.804,13.775,1.896
HRV,1983,4740.971,68.875,56.14,13.385,1.878
HRV,1984,4762.808,70.221,57.227,14.039,1.857
HRV,1985,4789.916,70.873,57.75,14.323,1.815
HRV,1986,4816.734,71.349,58.121,14.519,1.764
HRV,1987,4840.634,71.455,58.122,14.482,1.733
HRV,1988,4859.291,71.87,58.405,14.647,1.695
HRV,1989,4872.366,71.989,58.453,14.627,1.632
HRV,1990,4875.999,72.25,58.644,14.731,1.628
HRV,1991,4871.414,70.488,57.042,14.442,1.549
HRV,1992,4817.63,72.709,59.06,15.074,1.45
HRV,1993,4779.012,73.217,59.449,15.239,1.507
HRV,1994,4805.793,73.782,59.968,15.471,1.545
HRV,1995,4833.058,73.186,59.394,15.267,1.627
