iso3c,year,pop_000,le_birth,le_15,le_65,tfr
BDI,1950,2229.322,40.579,44.916,11.046,6.923
BDI,1951,2278.903,40.812,45.066,11.103,6.914
BDI,1952,2327.593,41.003,45.086,11.111,6.9
BDI,1953,2375.478,41.282,45.194,11.149,6.915
BDI,1954,2422.721,41.558,45.318,11.189,6.917
BDI,1955,2470.794,41.855,45.457,11.236,6.93
BDI,1956,2519.592,42.059,45.495,11.25,6.931
BDI,1957,2568.924,42.329,45.608,11.286,6.932
BDI,1958,2618.756,42.559,45.673,11.311,6.949
BDI,1959,2667.551,42.779,45.752,11.329,6.979
BDI,1960,2719.733,43.024,45.807,11.355,7.003
BDI,1961,2773.522,43.252,45.879,11.374,7.023
BDI,1962,2858.423,43.441,45.904,11.376,7.038
BDI,1963,2916.374,43.718,46.011,11.414,7.067
BDI,1964,2979.891,43.974,46.099,11.446,7.09
BDI,1965,3086.551,42.005,44.318,11.061,7.113
BDI,1966,3149.717,43.531,45.89,11.375,7.135
BDI,1967,3237.04,43.341,45.785,11.383,7.156
BDI,1968,3311.946,43.378,45.903,11.39,7.18
BDI,1969,3392.848,42.874,45.491,11.359,7.215
BDI,1970,3456.01,43.041,45.703,11.354,7.214
BDI,1971,3539.659,42.965,45.655,11.336,7.213
BDI,1972,3624.482,25.613,27.851,9.46,7.21
BDI,1973,3533.907,37.275,40,10.833,7.215
BDI,1974,3608.993,43.012,45.73,11.33,7.222
BDI,1975,3711.071,42.982,45.664,11.306,7.244
BDI,1976,3787.393,43.144,45.77,11.343,7.248
BDI,1977,3874.385,43.513,45.962,11.411,7.245
BDI,1978,3980.471,43.764,45.945,11.408,7.259
BDI,1979,4098.348,44.59,46.345,11.537,7.307
BDI,1980,4176.526,45.406,46.65,11.644,7.353
BDI,1981,4449.143,46.393,47.04,11.762,7.329
BDI,1982,4532.344,47.29,47.293,11.838,7.314
BDI,1983,4672.199,48.051,47.429,11.879,7.298
BDI,1984,4780.812,48.491,47.318,11.85,7.295
BDI,1985,4903.724,48.541,46.966,11.745,7.294
BDI,1986,4992.324,48.164,46.322,11.54,7.32
BDI,1987,5091.087,47.516,45.543,11.282,7.38
BDI,1988,5224.45,43.04,41.455,10.588,7.383
BDI,1989,5319.229,45.62,43.678,10.684,7.387
BDI,1990,5428.165,44.86,42.989,10.469,7.365
BDI,1991,5539.422,44.227,42.395,10.308,7.336
BDI,1992,5650.235,43.895,42.149,10.194,7.301
BDI,1993,5835.935,37.105,36.033,9.703,7.272
BDI,1994,5274.505,44.08,42.34,10.291,7.23
BDI,1995,5898.312,44.059,42.326,10.306,7.184
BDI,1996,5967.254,44.373,42.568,10.419,7.123
BDI,1997,5893.759,45.387,43.338,10.688,7.04
BDI,1998,5953.965,46.552,44.238,10.997,6.958
BDI,1999,6116.715,47.528,44.992,11.195,6.897
BDI,2000,6243.645,47.514,44.608,11.266,6.872
BDI,2001,6371.674,48.431,45.165,11.489,6.849
BDI,2002,6559.784,49.891,46.365,11.725,6.819
BDI,2003,6738.092,50.857,47.016,11.856,6.785
BDI,2004,6983.6,52.01,47.757,12.03,6.746
BDI,2005,7257.392,53.023,48.312,12.167,6.708
BDI,2006,7520.357,53.869,48.674,12.249,6.659
BDI,2007,7796.022,54.727,49.044,12.338,6.588
BDI,2008,8093.197,55.71,49.534,12.5,6.515
BDI,2009,8463.021,56.388,49.786,12.559,6.409
BDI,2010,8955.711,57.081,50.074,12.629,6.26
BDI,2011,9297.5,57.769,50.372,12.717,6.108
BDI,2012,9613.966,58.493,50.718,12.815,5.991
BDI,2013,9976.992,59.235,51.102,12.937,5.889
BDI,2014,10322.163,59.868,51.427,13.037,5.794
BDI,2015,10667.662,60.217,51.503,13.097,5.695
BDI,2016,10786.635,60.793,51.846,13.168,5.587
BDI,2017,11020.02,61.553,52.347,13.328,5.481
BDI,2018,11291.166,61.688,52.317,13.321,5.38
BDI,2019,11695.779,62.351,52.758,13.453,5.271
BDI,2020,12053.897,61.566,51.717,12.545,5.177
BDI,2021,12386.556,61.663,51.644,12.453,5.078
COM,1950,159.959,36.549,41.737,10.844,5.686
COM,1951,163.669,33.389,39.825,10.388,5.771
COM,1952,166.618,37.018,41.909,10.847,5.934
COM,1953,169.975,37.331,42.019,10.852,6.085
COM,1954,173.239,37.617,42.077,10.854,6.223
COM,1955,176.371,37.969,42.215,10.861,6.348
COM,1956,179.399,38.281,42.286,10.859,6.46
COM,1957,182.328,38.679,42.461,10.874,6.56
COM,1958,185.801,39.002,42.532,10.873,6.648
COM,1959,189.479,39.34,42.625,10.876,6.725
COM,1960,193.013,39.694,42.73,10.879,6.792
COM,1961,196.692,40.147,42.936,10.908,6.849
COM,1962,200.542,40.58,43.112,10.934,6.897
COM,1963,204.512,40.926,43.223,10.925,6.939
COM,1964,208.579,41.25,43.294,10.925,6.975
COM,1965,212.751,41.7,43.493,10.955,7.004
COM,1966,217.126,42.147,43.699,10.963,7.027
COM,1967,221.612,42.754,44.074,11,7.044
COM,1968,227.031,43.462,44.563,11.041,7.055
COM,1969,232.912,44.158,45.013,11.089,7.06
COM,1970,239.092,44.863,45.469,11.138,7.061
COM,1971,245.609,45.581,45.898,11.186,7.098
COM,1972,252.523,46.305,46.348,11.24,7.119
COM,1973,259.85,46.881,46.626,11.268,7.142
COM,1974,267.606,47.474,46.92,11.305,7.134
COM,1975,275.831,46.628,46.114,11.148,7.121
COM,1976,284.241,48.523,47.338,11.341,7.114
COM,1977,293.378,49.047,47.516,11.361,7.101
COM,1978,302.926,49.67,47.773,11.399,7.097
COM,1979,312.951,50.251,47.986,11.422,7.104
COM,1980,323.295,50.8,48.154,11.439,7.082
COM,1981,333.361,51.312,48.309,11.431,7.077
COM,1982,342.61,51.895,48.521,11.461,7.067
COM,1983,351.497,52.273,48.616,11.467,7.046
COM,1984,360.778,52.941,48.848,11.502,7.011
COM,1985,370.551,53.482,49.057,11.53,6.96
COM,1986,380.749,54.029,49.275,11.562,6.894
COM,1987,391.387,54.368,49.369,11.568,6.817
COM,1988,402.388,54.95,49.606,11.608,6.725
COM,1989,413.751,55.224,49.587,11.62,6.618
COM,1990,425.417,55.84,49.961,11.668,6.497
COM,1991,436.821,56.194,50.048,11.684,6.358
COM,1992,447.733,56.733,50.326,11.727,6.205
COM,1993,458.246,57.276,50.618,11.78,6.052
COM,1994,468.39,57.694,50.822,11.817,5.897
COM,1995,478.567,58.015,50.953,11.833,5.784
COM,1996,488.954,58.344,51.141,11.863,5.69
COM,1997,499.621,58.39,51.034,11.87,5.593
COM,1998,510.445,58.407,51.12,11.851,5.492
COM,1999,521.473,58.781,51.349,11.889,5.372
COM,2000,531.414,58.757,51.35,11.896,5.297
COM,2001,542.101,59.163,51.622,11.938,5.254
COM,2002,553.381,59.056,51.557,11.935,5.206
COM,2003,564.713,59.258,51.672,11.959,5.149
COM,2004,575.547,59.48,51.814,11.982,5.095
COM,2005,586.76,59.604,51.812,11.985,5.03
COM,2006,598.606,59.875,51.939,12.017,4.955
COM,2007,610.709,60.102,52.027,12.048,4.882
COM,2008,623.09,60.475,52.193,12.087,4.826
COM,2009,635.849,60.831,52.379,12.126,4.791
COM,2010,649.137,61.123,52.503,12.159,4.759
COM,2011,662.911,61.503,52.697,12.206,4.721
COM,2012,677.23,61.834,52.867,12.251,4.641
COM,2013,691.875,62.224,53.074,12.305,4.568
COM,2014,706.91,62.516,53.214,12.351,4.492
COM,2015,722.314,62.896,53.43,12.408,4.418
COM,2016,738.117,63.237,53.606,12.475,4.348
COM,2017,754.347,63.625,53.833,12.54,4.278
COM,2018,768.981,63.912,53.966,12.588,4.196
COM,2019,783.646,64.068,53.974,12.606,4.125
COM,2020,798.326,64.166,53.884,12.217,4.052
COM,2021,814.006,63.417,52.935,11.684,3.978
DJI,1950,61.361,40.566,44.997,11.094,6.854
DJI,1951,63.307,40.803,45.142,11.147,6.851
DJI,1952,65.327,41,45.174,11.152,6.848
DJI,1953,67.397,41.315,45.296,11.194,6.858
DJI,1954,69.59,41.598,45.384,11.225,6.848
DJI,1955,71.839,41.795,45.369,11.22,6.854
DJI,1956,74.155,42.12,45.5,11.262,6.855
DJI,1957,76.589,42.374,45.56,11.273,6.834
DJI,1958,79.106,42.703,45.668,11.311,6.845
DJI,1959,81.685,42.976,45.715,11.322,6.847
DJI,1960,84.364,43.429,45.943,11.401,6.828
DJI,1961,87.516,43.721,46.006,11.425,6.829
DJI,1962,91.025,44.088,46.161,11.478,6.836
DJI,1963,95.219,44.414,46.267,11.515,6.837
DJI,1964,100.121,44.667,46.296,11.523,6.846
DJI,1965,105.769,45.088,46.482,11.586,6.845
DJI,1966,111.774,45.474,46.619,11.627,6.854
DJI,1967,117.974,45.907,46.761,11.673,6.846
DJI,1968,124.362,46.438,46.969,11.741,6.852
DJI,1969,130.974,46.982,47.165,11.804,6.847
DJI,1970,139.806,47.511,47.339,11.858,6.857
DJI,1971,148.952,47.358,46.991,11.816,6.858
DJI,1972,159.498,48.528,47.659,11.95,6.853
DJI,1973,170.971,49.119,47.935,12.037,6.823
DJI,1974,183.682,49.524,48.088,12.078,6.8
DJI,1975,199.096,49.87,48.229,12.112,6.769
DJI,1976,218.067,50.058,48.241,12.112,6.73
DJI,1977,240.541,50.568,48.44,12.171,6.694
DJI,1978,265.624,51.049,48.631,12.226,6.654
DJI,1979,291.226,51.518,48.822,12.276,6.607
DJI,1980,314.486,51.947,48.966,12.314,6.553
DJI,1981,333.756,52.262,49.067,12.338,6.491
DJI,1982,348.876,52.765,49.238,12.38,6.443
DJI,1983,361.344,53.18,49.386,12.421,6.387
DJI,1984,374.107,53.703,49.631,12.497,6.328
DJI,1985,390.206,54.067,49.758,12.529,6.263
DJI,1986,411.212,54.481,49.916,12.576,6.219
DJI,1987,437.359,54.775,49.992,12.595,6.171
DJI,1988,467.185,55.161,50.163,12.644,6.117
DJI,1989,497.488,55.273,50.117,12.63,6.055
DJI,1990,544.719,55.498,50.178,12.661,5.982
DJI,1991,609.628,55.156,49.536,12.651,5.877
DJI,1992,647.414,54.452,48.536,12.617,5.774
DJI,1993,598.979,55.774,50.127,12.682,5.663
DJI,1994,623.482,55.505,49.987,12.608,5.529
DJI,1995,623.473,56.302,50.404,12.713,5.34
DJI,1996,635.764,56.186,50.217,12.654,5.153
DJI,1997,653.534,55.967,49.968,12.597,4.957
DJI,1998,682.038,56.176,50.035,12.602,4.777
DJI,1999,707.802,56.427,50.127,12.646,4.67
DJI,2000,730.94,56.573,50.178,12.646,4.578
DJI,2001,753.125,56.903,50.32,12.681,4.496
DJI,2002,777.856,57.215,50.46,12.721,4.379
DJI,2003,800.401,57.595,50.658,12.78,4.247
DJI,2004,812.421,57.759,50.741,12.8,4.113
DJI,2005,824.325,58.316,51.018,12.893,3.992
DJI,2006,837.398,58.715,51.235,12.955,3.855
DJI,2007,856.495,59.024,51.378,13.003,3.724
DJI,2008,873.897,59.365,51.517,13.051,3.589
DJI,2009,891.875,59.673,51.663,13.081,3.487
DJI,2010,910.331,60.259,52.067,13.212,3.39
DJI,2011,928.068,60.433,52.088,13.214,3.305
DJI,2012,945.553,60.848,52.326,13.284,3.237
DJI,2013,963.04,61.221,52.534,13.349,3.178
DJI,2014,980.465,61.641,52.775,13.434,3.112
DJI,2015,997.708,61.957,52.926,13.492,3.066
DJI,2016,1014.81,62.191,53.021,13.509,3.011
DJI,2017,1031.713,62.797,53.438,13.627,2.972
DJI,2018,1048.752,63.038,53.533,13.664,2.929
DJI,2019,1065.644,63.085,53.471,13.639,2.891
DJI,2020,1082.344,62.694,52.79,12.835,2.848
DJI,2021,1097.968,62.305,52.243,12.531,2.804
ERI,1950,816.704,33.353,40.536,9.648,6.522
ERI,1951,828.448,33.557,40.631,9.677,6.515
ERI,1952,841.42,33.859,40.724,9.706,6.522
ERI,1953,855.478,34.197,40.818,9.738,6.526
ERI,1954,870.528,34.651,41.014,9.804,6.505
ERI,1955,886.549,35.014,41.093,9.826,6.488
ERI,1956,903.469,35.419,41.181,9.856,6.478
ERI,1957,921.35,35.987,41.427,9.939,6.495
ERI,1958,940.49,36.416,41.497,9.964,6.49
ERI,1959,960.687,36.937,41.664,10.018,6.507
ERI,1960,982.191,37.5,41.87,10.09,6.483
ERI,1961,1004.946,37.974,42.003,10.131,6.474
ERI,1962,1028.917,38.393,42.091,10.162,6.496
ERI,1963,1054.186,38.774,42.172,10.188,6.481
ERI,1964,1080.404,39.24,42.36,10.264,6.487
ERI,1965,1107.68,39.554,42.436,10.287,6.494
ERI,1966,1135.798,39.882,42.543,10.323,6.497
ERI,1967,1164.731,40.09,42.549,10.322,6.504
ERI,1968,1194.378,40.38,42.607,10.342,6.503
ERI,1969,1224.826,40.722,42.703,10.369,6.503
ERI,1970,1256.297,41.09,42.811,10.406,6.541
ERI,1971,1289.199,41.483,42.931,10.445,6.541
ERI,1972,1323.269,41.848,43.022,10.472,6.538
ERI,1973,1358.406,42.252,43.158,10.513,6.548
ERI,1974,1394.627,42.243,42.707,10.542,6.567
ERI,1975,1431.814,42.24,42.281,10.57,6.586
ERI,1976,1469.92,42.656,42.474,10.623,6.603
ERI,1977,1509.391,43.175,42.783,10.723,6.608
ERI,1978,1550.212,43.561,42.972,10.773,6.607
ERI,1979,1592.174,43.972,43.2,10.844,6.621
ERI,1980,1635.483,44.585,43.818,10.876,6.614
ERI,1981,1680.48,44.905,43.984,10.927,6.622
ERI,1982,1727.098,44.86,43.654,10.962,6.634
ERI,1983,1774.993,45.323,43.961,11.054,6.646
ERI,1984,1824.636,45.777,44.258,11.141,6.623
ERI,1985,1874.553,46.145,44.457,11.194,6.587
ERI,1986,1923.932,47.075,45.293,11.326,6.555
ERI,1987,1975.291,47.333,45.194,11.428,6.52
ERI,1988,2025.42,48.015,45.594,11.56,6.467
ERI,1989,2077.672,47.828,45.209,11.517,6.413
ERI,1990,2126.591,49.769,46.594,11.861,6.338
ERI,1991,2173.329,50.607,46.978,11.978,6.242
ERI,1992,1905.111,52.465,48.527,12.185,6.156
ERI,1993,1937.195,53.234,48.79,12.242,6.069
ERI,1994,2025.644,54.1,49.125,12.332,6.005
ERI,1995,2059.356,54.914,49.432,12.421,5.939
ERI,1996,2255.085,55.756,49.783,12.516,5.841
ERI,1997,2273.062,56.312,49.908,12.577,5.743
ERI,1998,2310.06,49.158,41.241,12.001,5.633
ERI,1999,2335.447,43.397,35.819,10.988,5.516
ERI,2000,2377.506,56.111,48.984,12.424,5.397
ERI,2001,2408.253,58.298,50.591,12.764,5.306
ERI,2002,2515.6,58.811,50.83,12.83,5.233
ERI,2003,2579.248,59.409,51.149,12.944,5.143
ERI,2004,2727.533,59.899,51.408,13.001,5.036
ERI,2005,2798.746,60.597,51.855,13.14,4.934
ERI,2006,2864.718,61.611,52.573,13.359,4.881
ERI,2007,2895.468,62.116,52.865,13.436,4.812
ERI,2008,2956.867,62.573,53.131,13.53,4.737
ERI,2009,3054.691,63.328,53.65,13.68,4.656
ERI,2010,3113.085,63.787,53.916,13.771,4.571
ERI,2011,3182.369,64.402,54.35,13.904,4.486
ERI,2012,3232.771,64.838,54.622,13.987,4.407
ERI,2013,3272.421,65.067,54.711,14.028,4.335
ERI,2014,3320.313,65.6,55.092,14.139,4.273
ERI,2015,3326.537,66.033,55.377,14.237,4.217
ERI,2016,3353.475,66.289,55.507,14.292,4.164
ERI,2017,3377.1,66.577,55.675,14.341,4.112
ERI,2018,3416.766,67.067,56.02,14.461,4.056
ERI,2019,3473.983,67.3,56.143,14.505,3.997
ERI,2020,3523.653,67.133,55.828,14.14,3.933
ERI,2021,3588.083,66.536,55.058,13.523,3.867
ETH,1950,17516.675,36.353,43.269,10.557,7.35
ETH,1951,17903.228,36.595,43.419,10.608,7.298
ETH,1952,18299.061,36.821,43.413,10.606,7.201
ETH,1953,18694.533,37.229,43.598,10.667,7.118
ETH,1954,19089.3,37.543,43.649,10.686,7.048
ETH,1955,19494.999,37.959,43.786,10.732,6.992
ETH,1956,19912.477,38.34,43.865,10.758,6.948
ETH,1957,20343.406,32.385,40.983,9.7,6.917
ETH,1958,20655.426,32.94,41.222,9.778,6.897
ETH,1959,20977.707,39.863,44.38,10.945,6.886
ETH,1960,21476.715,40.33,44.489,10.988,6.88
ETH,1961,22002.704,40.995,44.82,11.096,6.877
ETH,1962,22560.645,41.403,44.903,11.122,6.875
ETH,1963,23143.67,41.956,45.174,11.21,6.872
ETH,1964,23754.287,42.275,45.211,11.231,6.867
ETH,1965,24393.105,42.444,45.229,11.219,6.864
ETH,1966,25061.907,40.15,44.121,10.802,6.867
ETH,1967,25693.384,42.692,45.176,11.197,6.88
ETH,1968,26409.808,42.844,45.284,11.237,6.903
ETH,1969,27147.498,42.83,45.272,11.223,6.937
ETH,1970,27913.277,42.815,45.228,11.205,6.978
ETH,1971,28703.215,42.892,45.28,11.219,7.02
ETH,1972,29495.974,41.55,44.642,10.978,7.06
ETH,1973,30286.682,41.635,44.687,10.994,7.094
ETH,1974,31101.95,39.453,43.701,10.623,7.121
ETH,1975,31875.277,39.356,43.527,10.603,7.143
ETH,1976,32630.289,41.895,44.38,11.046,7.188
ETH,1977,33494.143,41.893,44.35,11.032,7.255
ETH,1978,33895.893,41.9,44.303,11.015,7.296
ETH,1979,34622.236,42.807,44.957,11.137,7.31
ETH,1980,34895.411,43.217,45.253,11.212,7.334
ETH,1981,34995.528,43.608,45.515,11.302,7.357
ETH,1982,36642.161,43.767,45.491,11.306,7.372
ETH,1983,37784.625,36.036,42.082,10.012,7.383
ETH,1984,38685.748,36.429,42.182,10.056,7.4
ETH,1985,39720.032,37.364,42.592,10.186,7.378
ETH,1986,40851.897,37.811,42.737,10.227,7.359
ETH,1987,42058.721,45.44,46.03,11.447,7.338
ETH,1988,43645.192,45.061,45.488,11.319,7.303
ETH,1989,45377.881,45.036,45.208,11.236,7.271
ETH,1990,47014.026,44.557,44.556,11.102,7.238
ETH,1991,48742.121,46.13,45.752,11.368,7.207
ETH,1992,51132.739,46.901,46.184,11.461,7.157
ETH,1993,52890.369,47.394,46.331,11.508,7.125
ETH,1994,54692.975,47.861,46.432,11.536,7.076
ETH,1995,56547.446,48.302,46.489,11.554,7.008
ETH,1996,58405.626,48.924,46.716,11.619,6.923
ETH,1997,60289.671,49.514,46.926,11.688,6.85
ETH,1998,62177.288,49.927,46.954,11.716,6.753
ETH,1999,64095.699,49.425,46.029,11.603,6.646
ETH,2000,66059.46,50.538,46.888,11.677,6.56
ETH,2001,68004.275,51.043,47.032,11.718,6.463
ETH,2002,70033.59,51.517,47.106,11.772,6.374
ETH,2003,72112.839,52.533,47.706,11.929,6.24
ETH,2004,74224.838,53.235,47.982,12.01,6.107
ETH,2005,76377.213,54.008,48.321,12.119,5.973
ETH,2006,78562.668,55.149,49.01,12.289,5.853
ETH,2007,80819.432,56.426,49.805,12.53,5.74
ETH,2008,83172.937,57.592,50.542,12.736,5.571
ETH,2009,85541.272,58.804,51.331,12.982,5.39
ETH,2010,87969.898,59.73,51.892,13.148,5.217
ETH,2011,90505.683,60.721,52.527,13.34,5.05
ETH,2012,93130.176,61.543,53.016,13.492,4.883
ETH,2013,95772.383,62.373,53.526,13.643,4.724
ETH,2014,98396.349,62.905,53.778,13.725,4.609
ETH,2015,101097.184,63.649,54.228,13.876,4.531
ETH,2016,103846.607,64.392,54.688,14.037,4.469
ETH,2017,106739.85,64.838,54.895,14.096,4.39
ETH,2018,109656.049,65.412,55.238,14.218,4.343
ETH,2019,112602.827,65.838,55.471,14.295,4.323
ETH,2020,115638.36,65.371,54.816,13.649,4.243
ETH,2021,118743.462,64.975,54.172,13.156,4.159
KEN,1950,5711.674,38.902,44.33,10.997,7.329
KEN,1951,5836.426,39.092,44.414,11.04,7.364
KEN,1952,5975.121,38.947,43.766,11.035,7.392
KEN,1953,6122.338,40.316,44.25,11.133,7.418
KEN,1954,6281.563,41.689,44.785,11.249,7.454
KEN,1955,6460.82,42.958,45.257,11.344,7.475
KEN,1956,6656.921,44.117,45.62,11.423,7.529
KEN,1957,6870.961,45.828,46.841,11.572,7.587
KEN,1958,7104.199,46.88,47.229,11.655,7.603
KEN,1959,7342.717,47.769,47.475,11.718,7.615
KEN,1960,7608.787,48.68,47.828,11.795,7.632
KEN,1961,7894.082,49.533,48.179,11.876,7.718
KEN,1962,8200.858,50.224,48.405,11.942,7.803
KEN,1963,8526.298,50.808,48.599,11.999,7.864
KEN,1964,8868.101,51.328,48.792,12.06,7.92
KEN,1965,9226.672,51.7,48.9,12.105,8.028
KEN,1966,9607.741,52.097,49.097,12.168,8.056
KEN,1967,9997.47,52.455,49.242,12.224,8.046
KEN,1968,10404.666,52.781,49.365,12.277,8.038
KEN,1969,10823.087,53.169,49.56,12.338,8.031
KEN,1970,11256.015,53.575,49.759,12.397,8.024
KEN,1971,11690.16,54.258,50.277,12.542,8.003
KEN,1972,12106.753,55.012,50.843,12.695,7.975
KEN,1973,12539.052,55.677,51.287,12.81,7.939
KEN,1974,12981.758,55.634,50.876,12.721,7.907
KEN,1975,13426.139,55.826,50.752,12.624,7.877
KEN,1976,13877.678,55.895,50.463,12.544,7.843
KEN,1977,14326.858,56.486,50.774,12.625,7.803
KEN,1978,14827.835,56.944,50.911,12.647,7.746
KEN,1979,15347.011,57.722,51.438,12.788,7.679
KEN,1980,15894.216,58.501,51.992,12.921,7.598
KEN,1981,16480.033,61.165,54.675,13.804,7.513
KEN,1982,17091.891,60.953,54.153,13.605,7.402
KEN,1983,17731.091,61.012,53.97,13.527,7.263
KEN,1984,18407.83,60.804,53.546,13.376,7.123
KEN,1985,19098.522,60.58,53.161,13.375,6.975
KEN,1986,19805.8,60.216,52.681,13.341,6.848
KEN,1987,20515.959,60.044,52.49,13.345,6.682
KEN,1988,21248.23,59.539,52.018,13.299,6.505
KEN,1989,22004.013,59.04,51.616,13.28,6.323
KEN,1990,22771.593,58.614,51.351,13.282,6.129
KEN,1991,23552.946,58.005,50.914,13.259,5.935
KEN,1992,24283.525,57.259,50.319,13.213,5.746
KEN,1993,25027.921,56.617,49.775,13.171,5.574
KEN,1994,25755.739,56.273,49.484,13.169,5.446
KEN,1995,26511.748,55.617,48.754,13.088,5.366
KEN,1996,27244.947,55.161,48.163,13.041,5.306
KEN,1997,27986.526,54.816,47.635,12.999,5.26
KEN,1998,28742.002,54.526,47.121,12.958,5.246
KEN,1999,29532.744,54.495,46.793,12.947,5.181
KEN,2000,30397.514,54.411,46.391,12.949,5.137
KEN,2001,31305.698,54.508,46.159,12.981,5.091
KEN,2002,32294.989,54.99,46.365,13.113,5.016
KEN,2003,33264.656,55.601,46.686,13.208,4.907
KEN,2004,34269.587,56.361,47.188,13.293,4.83
KEN,2005,35314.085,57.344,47.888,13.45,4.784
KEN,2006,36371.935,58.222,48.52,13.594,4.748
KEN,2007,37478.572,58.865,48.9,13.689,4.719
KEN,2008,38595.015,59.614,49.327,13.751,4.646
KEN,2009,39778.774,60.365,49.802,13.795,4.514
KEN,2010,40950.115,60.649,49.9,13.866,4.367
KEN,2011,42085.676,61.046,50.15,13.916,4.219
KEN,2012,43184.612,61.115,50.104,13.909,4.088
KEN,2013,44267.001,61.389,50.25,13.939,3.952
KEN,2014,45317.735,61.816,50.56,14.05,3.844
KEN,2015,46345.992,61.892,50.519,14.085,3.8
KEN,2016,47356.985,62.163,50.677,14.145,3.724
KEN,2017,48432.355,62.481,50.913,14.215,3.643
KEN,2018,49463.919,62.676,51.023,14.29,3.58
KEN,2019,50442.689,62.943,51.228,14.375,3.469
KEN,2020,51460.211,62.675,50.886,14.292,3.397
KEN,2021,52511.349,61.427,49.511,13.157,3.335
MDG,1950,3906.025,39.646,41.251,9.861,7.299
MDG,1951,4001.767,39.872,41.372,9.898,7.299
MDG,1952,4099.596,40.214,41.599,9.974,7.3
MDG,1953,4200.316,40.556,41.795,10.036,7.3
MDG,1954,4304.323,40.889,41.956,10.091,7.301
MDG,1955,4411.868,41.298,42.179,10.164,7.301
MDG,1956,4523.311,41.628,42.41,10.24,7.3
MDG,1957,4638.45,42.014,42.66,10.324,7.3
MDG,1958,4757.625,42.4,42.895,10.402,7.3
MDG,1959,4880.832,42.795,43.126,10.481,7.3
MDG,1960,5007.833,43.241,43.381,10.568,7.3
MDG,1961,5138.85,43.636,43.633,10.649,7.301
MDG,1962,5273.629,44.056,43.868,10.724,7.303
MDG,1963,5412.604,44.448,44.099,10.796,7.305
MDG,1964,5555.9,44.87,44.359,10.879,7.307
MDG,1965,5704.147,45.222,44.554,10.939,7.308
MDG,1966,5856.759,45.573,44.789,11.014,7.307
MDG,1967,6016.162,46.026,45.051,11.098,7.304
MDG,1968,6182.897,46.521,45.315,11.19,7.297
MDG,1969,6358.158,47.016,45.546,11.264,7.286
MDG,1970,6542.491,47.507,45.865,11.372,7.27
MDG,1971,6737.011,47.889,46.033,11.435,7.248
MDG,1972,6943.903,48.337,46.264,11.492,7.221
MDG,1973,7158.277,48.825,46.544,11.579,7.188
MDG,1974,7378.844,49.218,46.822,11.669,7.149
MDG,1975,7605.026,49.527,47.078,11.752,7.102
MDG,1976,7836.691,49.666,47.332,11.83,7.044
MDG,1977,8073.703,49.757,47.533,11.888,6.976
MDG,1978,8316.582,49.813,47.701,11.937,6.898
MDG,1979,8565.257,49.851,47.845,11.977,6.813
MDG,1980,8819.32,49.821,47.937,11.999,6.725
MDG,1981,9077.004,49.727,47.986,12.01,6.637
MDG,1982,9337.616,49.633,48.01,12.011,6.554
MDG,1983,9604.365,49.566,48.024,12.011,6.477
MDG,1984,9875.812,49.545,48.024,12.008,6.41
MDG,1985,10154.222,49.638,48.051,12.012,6.353
MDG,1986,10441.27,49.806,48.09,12.018,6.307
MDG,1987,10735.586,50.209,48.254,12.069,6.287
MDG,1988,11045.442,50.594,48.368,12.089,6.214
MDG,1989,11368.135,51.107,48.556,12.135,6.177
MDG,1990,11705.333,51.701,48.795,12.193,6.161
MDG,1991,12060.191,52.357,49.105,12.279,6.122
MDG,1992,12430.329,53.039,49.451,12.379,6.08
MDG,1993,12816.354,53.906,49.969,12.533,6.041
MDG,1994,13223.845,54.436,50.195,12.597,5.99
MDG,1995,13648.398,54.961,50.386,12.65,5.946
MDG,1996,14089.877,55.522,50.611,12.717,5.888
MDG,1997,14545.031,56.223,50.965,12.826,5.801
MDG,1998,15012.774,56.917,51.285,12.93,5.675
MDG,1999,15489.095,57.372,51.423,12.982,5.549
MDG,2000,15972.674,57.938,51.695,13.082,5.403
MDG,2001,16460.188,58.57,51.962,13.15,5.323
MDG,2002,16959.142,58.892,52.01,13.168,5.225
MDG,2003,17464.727,59.491,52.298,13.245,5.172
MDG,2004,17983.893,60.149,52.672,13.355,5.133
MDG,2005,18517.655,60.57,52.821,13.399,5.095
MDG,2006,19066.686,61.315,53.274,13.535,5.056
MDG,2007,19633.911,61.757,53.472,13.601,4.997
MDG,2008,20216.005,62.142,53.635,13.657,4.933
MDG,2009,20811.193,62.734,53.99,13.768,4.87
MDG,2010,21422.991,62.873,53.962,13.76,4.755
MDG,2011,22039.115,63.494,54.366,13.897,4.607
MDG,2012,22657.201,63.544,54.279,13.879,4.466
MDG,2013,23275.279,63.962,54.526,13.964,4.358
MDG,2014,23900.868,64.255,54.665,14.014,4.247
MDG,2015,24531.083,64.339,54.639,13.992,4.183
MDG,2016,25170.742,64.997,55.111,14.151,4.163
MDG,2017,25833.139,65.094,55.096,14.15,4.109
MDG,2018,26505.945,65.27,55.14,14.161,4.043
MDG,2019,27187.137,65.882,55.569,14.315,3.978
MDG,2020,27879.131,65.182,54.701,13.51,3.918
MDG,2021,28571.222,64.485,53.847,13.027,3.851
MWI,1950,2925.058,32.746,42.867,10.144,6.796
MWI,1951,2974.42,32.814,42.89,10.176,6.807
MWI,1952,3027.807,32.912,42.88,10.203,6.828
